Tenant,Eigenvector
LE CREUSET,0.013356007301574954
TOM FORD BEAUTY,0.013356007301574954
TAKARA TOMY,0.013348050458895448
SATIN,0.013322092685939453
VERRA,0.013251708105838747
PORTLAND,0.013227704208866223
วากาชิ,0.013224195144139965
ADIDAS ORIGINAL,0.013198786264269374
AVEDA,0.013194315919694465
CARLO BASANO,0.013194315919694465
PLAYGRO,0.013194315919694465
HAMILTON,0.013194315919694463
TAACTIVE,0.013194315919694463
RESTER CHAIR,0.013168723615337894
SLIP TO SLEEP,0.013128469907060653
MISTY MYNX,0.013089163111191635
SYMPHONY,0.013058772639534538
VICTORIA SECRET BEAUTY,0.01305717597270743
CozzySayido,0.013051824553576176
ROYAL BONE CHINA,0.01297638721199364
Robinson Department Store,0.01297520997184806
NINTENDO,0.012953764425166974
LALUNE MACARON,0.012938225093969477
CORDIAL,0.012926581067997002
VILLAINS SF,0.012909435454381316
GUESS ACCESSORIES,0.012905709644374676
METICULOUS,0.012885732172894697
OH JUICE,0.012841843284217573
SEPHORA,0.012838971084088003
YUGEN,0.012834270787647643
DIOR BACKSTAGE/DIOR,0.012832074472644651
สำนักงานหนังสือเดินทาง,0.012825707351046302
TOEZONE,0.012821668643547359
MOSCHINO,0.01281565719952802
DUCATI,0.012799663514430133
ABC DESIGN,0.012743785630114237
ROBOCAR POLI,0.012736820179419848
MA SWIMSUIT,0.012723863451184154
BE ME,0.012723473766156661
ME DESIGN,0.01271797747865095
MILAROSE,0.0127178080627549
SPORT FLEX BIBI,0.012717808062754889
FRED PERRY,0.012670147918782458
TP TEA,0.012665547357158333
BEBE AMICO,0.01265254064895724
JD SPORTS,0.01264185219526102
TRUE INTERNET,0.012627818796815474
ESSE,0.012625540866879278
DC,0.01255871001140858
DNO BLOCKS,0.012553520170153402
ERB,0.012542008575626989
SUDJAI,0.012515647061892631
TEVA,0.012505022110156416
VOLCOM,0.012489137885478304
BATH&BLOOM,0.012489050790655912
SOUND CHECK KARAOKE,0.012475137656260139
Anker,0.012457924611857322
GREEN PAN,0.012382130869547658
URTHE,0.012345580126807297
MICKEY MOUSE,0.01233366978445583
CHAGEE,0.01231782815390697
Holen,0.012296700313438172
PEACHY,0.012294868184556726
DART ZONE,0.012240491653115339
POP MART,0.012240141999551837
ORIGANI,0.012233808587251786
WILITSAMARA,0.012215867553442731
HOURGLASS,0.012207811891372935
OSIM,0.012118143297320309
THE A LIST,0.012118143297320305
JIM THOMPSON,0.012096990475326946
YAAKZ SHOP,0.012066032809958762
TIME MORE,0.012053576187136506
TRANSFORMERS HASBRO KIDDO,0.012043215412470987
ลืมต้น,0.012041359060152891
SAWADEE,0.012022082727253844
YOSHINOYA,0.011920884539111363
OK APPAREL,0.011906377486487115
SHINKANZEN SUSHI,0.011858621756892179
APPLE HOUSE,0.01181096003656813
BEARBEARY,0.011757461668900002
YUAN MING YUAN BEEF RICE NOODLE,0.011736211833806116
IQ SPORT,0.011729324933710107
HEGEN,0.011719632354806154
Rojwasin Illustration,0.01169809868518458
WILSON,0.011672788942159682
BEANS Coffee Roaster,0.011650590495406718
22TWENTYTWO.STUDIO,0.011649873429514193
PHOENIX NEXT,0.011634005979912944
KEDS,0.011633602301892872
ดวงเศรษฐี,0.011632422752552595
MEX,0.01162495452736805
MILLE,0.01162356679844843
REST N GO,0.011603269514116046
LIVERPOOL,0.011597231269181567
PAJARA,0.011587632627938322
กับข้าวกับปลา,0.011504195068365319
STUDIO7,0.011467595434952974
CORELLE,0.011417118961855382
PANPURI,0.011370096904546611
PLAYGROUND,0.011323311341759948
TOPS CARE,0.011323201611121174
OASIS,0.011275476720817055
HENNEY BEAR,0.011269398250278508
RECYCLE DAY,0.011241059641615215
KIDZOOONA,0.011186730439570716
JAYMART IOT,0.01118088197724611
RAINBOW JEWELRY,0.011132342967038224
KIKO MILANO,0.011132342967038222
โอ้กะจู๋,0.011109828006179604
SAMSUNG SERVICE,0.011109828006179602
EXPORT SHOP,0.011108924742836172
ACE,0.011099842222205319
SESAME STREET,0.011073433665185055
GATEAUX HOUSE,0.01105331803188213
BEAUTY BUFFET,0.011052094306438956
DANDY COSMO,0.01102966888801157
TAKEO KIKUCHI,0.011029668888011565
LENS & TIME,0.011015035787672647
GILI,0.011005250620636708
EASY BUDDY,0.010995397320714275
BUTTER SCOTCH,0.01099012385720388
FIFTH AVENUE,0.010987805970750022
KHUNPOOM,0.010980263335861553
NATIVE,0.010978750981463328
TOMS,0.010978750981463328
ROAV,0.010978750981463321
NEXT PHASE,0.01095463152163845
THE ALLEY,0.010938637778312341
ROBOROCK,0.01093863777831234
REALME,0.010898541984451931
BAA BAA SHEEPZ,0.010889873058416377
MORIGIRL SEASON,0.010885655588414008
PACAMARA,0.010876512129784941
SAFARI,0.010858723216077637
PRETTY G,0.010858723216077632
NITID,0.01085872321607763
MOMCO,0.010818102233359817
LUXE SWIMSUIT,0.010805602508656208
SIHOO ERGONOMIC,0.010791468192503182
KARUN THAI TEA,0.010783551464911252
BEWELL,0.010781208023135076
BRATPACK,0.010759194405287772
MARSHMELLOW,0.010759194405287772
SUUNTO,0.01075919440528777
LEVOIT,0.010759194405287768
MASERATI,0.010722667907865477
BATMAN AND DC,0.01071773855371558
SKINY,0.01071773855371558
ก๋วยเตี๋ยวเจียงลูกชิ้นปลา,0.01068776152602631
LANVIN,0.010660291651507264
MAMAS PAPAS,0.010651605857088547
SUNNIES,0.010646892700700558
@FEELING BRAND,0.010593452692687341
HUG CRAFT,0.01059345269268734
Zodia,0.010593452692687338
PAHKAHMAH THAILAND,0.01059345269268733
The Herbaholic's,0.01059345269268733
VPADA SANDALS,0.01059345269268733
URBANSNAPS,0.010579341885321619
FUKU MATCHA CROSS 2,0.01055143139675384
LAMUNN,0.010485923071977299
MAGIC MIXIES HASBRO KIDDO,0.010482086716785643
OPATRA,0.01046196281116517
MOTTA SHOP,0.01040840624050268
FOCUS,0.010400292509744327
Kinujo,0.010380975007826978
PIUMINO,0.010380975007826976
HAFELE,0.010342375632382878
KIANI,0.01031628433897752
GASOLINE & GARAGE,0.0102990342755212
OUTDOOR,0.010292357528364156
HARNN,0.010279128682796538
KOBE STEAK HOUSE,0.010242307181953854
UNGARO,0.010233916254581598
House of 15th.day,0.010198585023865062
BUCK OFF DENIM,0.010167821414212875
MERREZCA,0.0101416685823167
HOKKAIDO BAKED CHEESE TART/ SECRET RECIPE,0.010136775931093802
FUJI,0.010102249343339071
EUCERIN,0.010099882408638884
DIESEL,0.010095269525378568
G&G,0.010089255555162366
TENJO,0.010064567293339292
SABAI AROM,0.010045314692731294
MARINA & MOM DESIGN,0.010045314692731285
SIAMMAGNET,0.010045314692731282
TROPICANA,0.010045314692731275
PET 'N ME,0.010036136699648264
FLAT2112,0.009974449067418885
PHATARAMANEE,0.00990898891670301
ITALASIA,0.009898773835045383
DANIEL HECHTER,0.009887083147246917
STEVENS,0.00987963122721641
WONGNIMIT,0.009879631227216405
BEME,0.009849251695586005
MIHIMIHI,0.009845156140931888
Yale Smart Shop,0.009792114836449789
EYE LAB EXCLUSIVE,0.009778105568642647
INTHANIN,0.009766649333019727
THONG SMITH,0.009766631013957717
JENIM,0.00973712866849032
MAURICE LACROIX,0.009737128668490318
MRMEN LITTLE MISS,0.009737128668490318
TOCCO TOSCANO,0.009737128668490316
PURLI,0.009737128668490315
SONG FA BAK KUT TEH,0.009733886183798397
SHUYI,0.00967901982794064
AES CLASS CLINIC,0.009668776185002191
DIPOA,0.009668215924364168
D.JEWEL,0.009651591350327825
BOTANIFIQUE,0.009649011462724427
PRESTIGE,0.009634111278345396
Thonglor Art Village,0.009622904280508281
PREMIER,0.009598832532128567
PARKS TOY,0.009556305060706495
LAMY,0.009545438148602096
CARS WD,0.009520667315376354
J&T EXPRESS,0.009508034401488627
THE STEAK & MORE,0.009475574697552233
MICHAEL KORS,0.009473730575301754
GUSS DAMN GOOD,0.009453078592112944
ANONA,0.009442804655426618
THULE,0.009416506346120632
COMBI,0.009414688426373751
CENTRAL LOVE THE EARTH,0.009401046396858084
FISHER PRICE,0.009401046396858083
SOFT,0.009401046396858083
SHAPER,0.00940104639685808
BIALETTI VOGUE,0.009401046396858079
UP&UNDER,0.009388392689529223
HARBOR LAND,0.009366886434190069
DTAC,0.00936385656999958
JOLLYNN,0.009338582541619272
JBL CREDIT,0.009328915531723058
DEBLU HEALTHY WALK,0.009328366892903629
PIZZA HUT,0.009309698491879048
AZTIQUE,0.009302502509983608
AIAOON,0.009301917657489814
LE PETIT PUMM,0.009292711670317786
ร้านทุเรียนลุงมาด,0.009255360235769129
NAISNOW,0.00925160622680864
4M KIDDO,0.009251606226808633
TM TOYS MART,0.009235837364187025
SWEET SENSATIONS,0.009214756617429024
LIVIA,0.00921391799827864
DISNEY TOYS,0.009196293745190027
PYNPY,0.009182634953538762
ASA SERIVCES,0.009112847440962732
KUMON,0.009095677545020742
YACCOMARICARD,0.009088928550213739
TOPS DAILY,0.009086133125081592
RUNWAY ITEMS,0.009085025025952211
PRADA,0.00907415389440453
SUPER SOSO,0.00907415389440453
BIBS,0.009074153894404524
VIKTOR&ROLF,0.00907415389440452
SHOKZ,0.009057282724043613
DOLLAR BOUTIQUE,0.00901605511384358
CRAZY STEP,0.009015651947019337
HEDGREN,0.009012471539452704
SIKU,0.009006475521802549
BIBI,0.009006475521802546
CLICKROBOT,0.008965575795632607
POKEMON TOYS KC,0.008892908036053644
RHYTHM,0.00888212978310082
HAAB,0.008881243253406303
JUNG SAEM MOOL,0.008827673977676856
YOLE,0.00880033436381967
AKKARA BANGKOK,0.008800334363819655
LAGRACE CLINIC,0.00872794683841693
EXPERT WATCH,0.00871035805222385
ELAVA,0.008709987557224715
MAMA TALES,0.008709987557224703
JOOLZ,0.008702956281117275
TOYOX,0.008652446542016504
SWASH,0.008651041697876732
ZELYN,0.008626004327425354
BOSCH SM,0.008579862752844215
DIVOOM,0.008553649569880915
WALKER,0.008541667823288177
THE TRAVEL STORE,0.008539496462745001
BOSCH,0.008538235232269091
AREEYA FASHION DESIGN,0.00851282830503435
OCEANA,0.008489392511072317
TAITIER SOAP,0.008481201528760194
Siamphuthai,0.008481201528760179
KANE,0.008471076674573997
SPIN,0.00846690218088096
Insta360,0.008409997497620558
แม่ทองสุก,0.00839413217964915
425 DEGREE,0.008308477081019026
MMIX,0.008301716602411894
NOO YOO,0.008295712815589013
PROOFS,0.008257534393164994
YUME MATCHA,0.008228900290006141
CREATE ION,0.008228900290006136
SUIT SELECT,0.008211853244728113
PASTA AMA,0.008211853244728102
LT FISH RESTAURANT,0.008151708823447028
ก๋วยเตี๋ยวเรือกลางกรุง,0.008131823162640025
SANTAFE' STEAK,0.008119034121892481
NEWRAY,0.008104138163640128
JESSUP BEAUTY,0.008081722674740893
Ayatana,0.008072248880847732
YOUNG TOYS,0.008070992269603882
KARMART,0.008036390767121829
SALOMON,0.008034609284406406
BEGIN,0.00801171728769011
YODCHA,0.007980213339212922
ERAWON,0.007960897327250945
HAKAN,0.007928546765568523
CAROLINA LEMKE,0.007915963325184308
LG ELECTRONICS,0.007915761911438309
TALON,0.00787173027750009
PETKIT,0.00786905552958225
LE COQ SPORTIF,0.007867665262865586
SIAM LASER CLINIC,0.007862055561194127
EAT AM ARE,0.007849685794563374
Mahanakhonbkk,0.007817952335920952
C&D,0.007803702647598714
Luxury หมอนโรงแรม 6 ดาว,0.0077957184689796425
S&P BAKERY,0.00778691441312366
LUXURY29,0.007731997559578795
MATH TALENT BY DR. YING,0.007730410147979258
ONITSUKA TIGER,0.007721513363757145
LELE JUICE BAR,0.007713533361555677
REEBOK,0.007658504981638642
S&S TIME SERVICE,0.00765242539499143
YONNY,0.007532323588389045
SOLESO,0.007513052748927285
BEYOND D-BOX,0.007505582091045671
NITORI,0.0075023517310150315
KOMONOYA,0.007498498491778835
LITTLE REDFOX,0.007496797028785327
LEGO CERTIFIED STORE,0.007495605998107639
SANDOZ,0.007487040511362991
BHC CHICKEN,0.007479674043482094
YOLK,0.007479674043482094
MARITHE FRANCOIS GIRBAUD,0.0074687581316918335
CHAANG OCARINA&POTERY,0.007467493859982026
GSP SPORT,0.007445941034443855
GONGDID,0.007425478817425592
CURIOO KIDS LANGUAGE SCHOOL,0.007417817097171757
AMARA Handmade,0.007407908839571939
PACHARA,0.007407908839571937
Feelfin Thailand,0.007407908839571935
NINLANON COLLECTIBLES,0.007407908839571935
Postcardcube,0.007407908839571933
หยกสด,0.007388401091281199
WARA,0.007383078657770615
D'ULTIMATE,0.007363605323593325
ALDO,0.007349319426174677
HYBRID,0.007319145827999475
ANANTA,0.007311959444864284
RANDY,0.0073090942424043764
OTTERI WASH & DRY,0.0072773947230365685
AEROSOFT,0.007254382026077225
MARWELL,0.007236900561639359
Better Vision x TRSC,0.007211741141077316
MISS SIS,0.007186257302749133
BOOM BOTTLE,0.007167426658610535
POLICE,0.007167426658610535
SLUMBERLAND,0.0071674266586105335
AQUAFLASK,0.007165615821934384
TWENTYSECOND,0.007157593423372315
SAMO ONDOH,0.007157593423372314
SUMMERLOVE,0.007157593423372313
ART TOYS KOMBINERY,0.007157593423372312
SHU UEMURA,0.007157593423372312
CHICHA San Chen,0.0071575934233723115
CRAYON CHINCHAN,0.0071575934233723115
REBECCA LIMS,0.0071575934233723115
GUERLAIN,0.007157593423372311
AUGUSTINUS BADER,0.00715759342337231
CATERPILLAR,0.00715759342337231
IPSA,0.00715759342337231
CARNIVAL,0.007157593423372307
CLAY WORKS,0.007103214877229535
SUKHO,0.0070931035982793
TIFFANY&CO,0.007083479089978179
DESTINY CLINIC,0.0070627775183598595
AVOCADO,0.007052740076214251
2ND STREET,0.007041286478042544
PAHKAHMAH,0.007034534959541799
VERONIQA,0.00702954438213498
ILY-I LIVE YOUNG,0.007029544382134979
CITY MODE,0.007026628529940644
DOOKKI KOREAN TOPOKKI BUFFET,0.007026628529940642
LASSIE DECOR,0.007001851889444019
THE ARTIST COLLECTION2,0.0069901932573160535
SF POP BOOTH,0.006975648882295175
I LOVE MYSKIN,0.006969292343217747
Vocalize Singing Academy,0.006968412947827889
Dawood Voyagel Travel,0.0069670731338507185
Have A Hug Studio,0.006967073133850707
WARRIX SPORT,0.006947857807126631
COSSMOSS,0.006934265777923591
TAW&TOE,0.00692771026087376
AMBER,0.006927710260873758
CAMPER,0.006927710260873758
CLICK GLASSES,0.006927710260873758
GUCCI BEAUTY,0.006927710260873758
TAG HEUER,0.006927710260873758
KAWAI,0.006927710260873757
CHARLOTTE TILBURY,0.006927710260873755
SPEEDGEAR,0.006919658773870789
NEEDLEWORLD,0.006917941133632602
AGLAM,0.006912497805349549
MINIMELTS THAILAND,0.006907078011788136
MIX SELF,0.006895011650652177
DIAMOND FOR YOU,0.0068945324738339695
ANASTASIA MIARAY,0.0068473032489738015
SEEK 'N KEEP CLUB,0.0068473032489738
MOCCA,0.006839143886422414
Z KOREA,0.006815587166228662
ปั้นคำหอม,0.006813276489579724
Seagull,0.00679625340849543
DHL EXPRESS,0.006793050232641773
POLO RALPH LAUREN,0.0067835723902442205
OKUNG,0.006765752275327281
CASE CLUB,0.006763147884422042
JUST IN CASE,0.006763147884422041
KIKI MATCHA,0.006757991955832598
CANTEEN 2,0.00675132219208506
LAB LIBRARY,0.00671845628222562
MY LADY BY BAIFERN,0.0066967182158674185
ALPAKA,0.006691483858318153
Kongthong 88,0.0066846331629996
KISS ME DOLL,0.006684128134581131
SOMTAMนัว,0.006684128134581127
JAY CHIU,0.0066682919335083295
ZHOU LIU FU,0.006668291933508329
MA CHANDELLE,0.006635671628513358
PANG CHA BY LUKKAITHONG,0.006635671628513358
USMILE,0.006635671628513358
Aura Bangkok Clinic,0.006635671628513357
MIYAZAKI,0.006618189438749148
DE PRECO,0.006610521545011524
CASEHARDEN,0.00659807135767682
MONGKON GOLD JEWELRY,0.006591883452225995
COCCINELLE,0.006550703344256629
D THAILAND,0.00653606052034318
COSMOS & HARMONY,0.006536060520343178
Hugcraft Shopping bag,0.006536060520343178
The Hope Silver Jewelry,0.006536060520343177
PAPAYAYA THAI,0.006536060520343175
HITORI SHABU,0.0065195652654174135
AJMAL,0.006510530275784221
KITCHENAID,0.006510530275784218
CHAT,0.006510530275784217
PROFESSIONAL WATCH SERVICE,0.0065086056835573355
BAGNIFIQUE,0.006508605683557332
CDS,0.0064800103143792046
SRIWANNA,0.006463753225188583
JANSPORT,0.006459553172622956
SMELL LEMONGRASS,0.006459553172622955
MOB,0.006459553172622954
TOMMY JEANS,0.0063962234074573495
BABY BJORN,0.006396223407457346
NAIL CLUB,0.0063723978217892505
Terra Pafe By Goodly,0.006358266722105724
DOLCE GELATINO,0.006336210232543407
ERGO,0.0063362102325434065
DARAKA DIAMOND,0.0063362102325434004
SABOTEN,0.006314668449451621
EWW. IT'S TOO CUTE,0.006275059913716702
CHJ JEWELLERY,0.0062562852529848955
TOT,0.006226611504438228
KATE,0.006187437546008804
YOU&I SUKI,0.006186603698052764
NU SPORT,0.006159596073145423
JOINUS,0.006159596073145417
MAESRIRUEN,0.006152548272871851
OAKBERRY,0.006142707459052194
VITALS THAILAND,0.006142707459052194
CERES,0.006142707459052193
MALYA Perfume house,0.0061318703694435315
LUXORA'S PERFUME,0.006101260378930626
BOSS TIME,0.00604921933765992
SLIM UP CENTER,0.006045968926548464
PROMISE,0.0060069363398052205
SANDT,0.0059957899666187595
DR.SMOOTH LIFE,0.005957548998272017
ME PHENOMENON,0.005940907739579596
Sook at Thai Closet,0.005930220699197073
Sendai studio,0.00593022069919707
Siam2go,0.00593022069919707
TG EXPRESS,0.005924367010639382
HANABISHI,0.005921460457241362
MISTER EYES,0.005921460457241359
KAMIKA,0.005899448310198636
ร้านนายอินทร์,0.005864942057649573
GAZE,0.005841052211991282
TIME SERVICE,0.0058229102205075885
OLIVE,0.005789031004936026
AETREX,0.005727734619448345
APPLE SHEEP,0.005726830440398403
CRAZY&CRAZY,0.00569394369206058
WAKINGBEE,0.005669327160132634
MIDDLE CAT,0.005621279739110954
TRUE SPHERE,0.005601842156621835
KRO TRON,0.005574771921096709
SSOLE,0.005562211904876252
MI.NA.TA & FRIENDS,0.005527695781504514
SAISALANG,0.0055261514671678886
MX CAKES & BAKERY,0.005510911529683729
GURU,0.00547513518252484
HIGHSCHOOL SPORT,0.005456617448977488
VACRAZY,0.005454851304393982
SAISAMORN,0.0054125334693342535
RUBY CRUSH,0.005397283154939245
JETTS 24 HOUR FITNESS,0.005367001038455722
OISHI EATERIUM / โออิชิ อีทเทอเรียม,0.005316926610996467
KKV,0.005312515544452928
BONAGE,0.005287714443560438
FEEL YOUTH,0.005258623987983887
GAMBOL,0.0052137815217770745
JOOM ZAP HUT/BAR B Q,0.005200329199237716
LA LA ROSE,0.0051998998213915945
COCO SUI.BKK,0.005183495082929839
WARA JEANS,0.005140235732767436
BEBEPLAY,0.005112390184507769
FIFTY NINE,0.005112382649940576
SCHOTT ZWIESEL,0.005111280893333037
SHIN CHAN,0.005111280893333035
LEGO LITE,0.0051112808933330344
MIFFY,0.0051112808933330344
OCEAN TOYS,0.0051112808933330344
CHATUPORN,0.005111280893333033
GIVENCHY,0.005111280893333033
SUKONTA,0.005111280893333033
LITTLE EDEN,0.005111280893333032
SANDRO,0.005111280893333031
HERMES,0.005111280893333029
MOMOKO,0.0051110991835424955
ไปรษณีย์ไทย,0.005101470095953079
ALL ABOUT YOU,0.005065548208944877
RATCHANON,0.005058952416544492
HQ SPORTS & TRAVEL,0.005023334302870246
PAN CLINIC,0.00499602132747006
LUSTRO WARE,0.004971760789835663
PHYTO,0.004953939335619747
LUSH FRESH HANDMADE COSMETICS,0.004947421722628152
OWL CHA,0.004933530782624313
LA PRAIRIE,0.0049272486847485916
Photovibes,0.004892554327721705
COCORO HANAKO,0.004889934539658903
APPLE MONKEY,0.0048899345396589
MEGA BLOCKS WD,0.004889934539658899
ECLIPSE,0.004889934539658898
IWAKI,0.004889934539658898
TOVOLO,0.004889934539658895
สถาบันสอนภาษาและคอมพิวเตอร์ อีซีซี,0.004875716321677165
CHABATREE,0.004870807226700046
PLAYMOBIL CR,0.0048668036981005325
MARIA VICTORIA,0.004856305867056093
MICRO,0.004846579921097378
THAI TIME,0.004846579921097378
VALENTINO,0.004846579921097378
NAMON,0.004846579921097377
TANWA,0.004846579921097377
ELEPHANT PARADE,0.0048465799210973765
LITTAL LADY,0.0048465799210973765
ZODIA,0.0048465799210973765
BLING20,0.004846579921097376
CHANGTHAI,0.004846579921097376
VALERA,0.004829202695365824
MIRA,0.004814975341009564
DS,0.004799458454080615
DRESS PRODUCTION,0.004793253411207764
MIKUCHA,0.004786802704713454
SOLEX,0.004748709227077038
WONDERWORLD,0.004748709227077038
NS,0.004748709227077035
TENMA,0.004748709227077035
SCOTT JUMP,0.004738507009522565
PROMAN,0.0047329751125648484
ROYCE & JALUX CORNER,0.00472759837920211
THE GADGET,0.004727598379202107
FFASHION,0.0046888627345683985
MELLOW,0.004688862734568398
CHEFN,0.004688862734568393
RONA,0.0046888627345683925
AMILA,0.004687153032252827
LIVING SOLUTIONS,0.004687153032252825
LAUGH,0.004667896526065508
TANDY,0.004651572492791149
CANTEEN 1,0.004629273689436139
INFINITER,0.00462420213901958
D'ARTE,0.004606278211602904
UNDERGROUND SALE,0.004591509281866997
ITOKIN NICE CAREER,0.004577480606755439
KITO,0.004566639983818762
STEPHEN JOSEPH,0.0045653608994889626
PETYE,0.004565360899488961
QUINN,0.004565360899488961
MEZZO,0.004538732420222056
HOW,0.004519188498899436
RESTER,0.004479821112262659
ECLAT,0.004477461471037405
BLUE CORNER,0.004475235068323884
INH,0.004454712343740596
SANBAO OIL,0.004454712343740596
FOODTOGO BY TOPS,0.00441546124697452
MILK PLUS & MORE,0.004412269702569781
MASTRAD,0.004412269702569778
VCARE,0.0044122697025697774
BABY&CO,0.004412269702569777
MISTER FOX,0.004412269702569773
TASTY MATE,0.004412269702569773
BLESSING,0.004400778144913465
VITSAVA NOODLE,0.004355243769083169
MILK KIDS' SALON&NAILS,0.0043539345106624935
INLINGUA,0.004338272027754169
ROSEGREEN,0.004311558381233247
MIKI MIKI STORE,0.004281239872303695
AUGUST TOYS,0.004250869548511019
SUKISHI KOREAN CHARCOAL GRILL,0.004250238507544195
NALANNS CRAFTS,0.00422287946453139
สลากเศรษฐี,0.00422013941632251
ZOOM CAMERA,0.004218133694701051
ONGSA MOBILE,0.0041865213484743756
I CONNECT,0.004186521348474369
BASEBALL,0.004178098707862418
HI-SHIELD,0.00415577565127911
ARENA,0.004137322733155315
KARIS,0.004118398155025632
DRESS CODE,0.004057817883580557
PAN DERMACARE,0.004057817883580555
ELISEES,0.004057817883580554
NAIL IT,0.00405419338277264
MELLOW PLANET,0.004053783598540584
SNAP SENSE,0.004053499010770648
ANOLON,0.004021322759708861
ELLE DECOR,0.004021322759708861
MITSUMARU,0.004021322759708861
WONDERCHILD,0.004021322759708861
LAFEE,0.003971725131662881
FEERIQUE,0.003971725131662879
ULTIMA II,0.003929122690070325
LITTLE BABY,0.00388990598633061
ELITE,0.0038805281591837047
BESIDEU,0.003880528159183704
MARMORIS,0.0038785044877888515
HAP,0.00387850448778885
OH O,0.0038776234515125615
MCDONALD'S,0.0038675083892658374
WALL STREET ENGLISH,0.0038558311389018116
CALIIICO SHOP,0.003799601684730736
CHILLICHIC,0.0037923116749947502
REXXROOM,0.0037823758428840613
PARK TOYS,0.00374049701247082
PRIME BURGER THAILAND,0.00373502491706742
Go Pop,0.003675365443256765
Melody Karaoke,0.0036753654432567636
3 BROTHERS,0.0036738399431565497
เก้าอี้นวด เอสเคเอส,0.0036571409032550945
ROSE JEWELRY STUDIO,0.003638313735745313
JETRIYA,0.003635864762897557
MIX ME,0.003610952552346226
CANTEEN 3,0.003610196397910153
S&P RESTAURANT AND BAKERY,0.0036044295913630364
Bio Serum Aromantin,0.003583333635206141
สลากกินแบ่งรัฐบาล,0.0035833336352061396
LAMOBI,0.0035655579326156614
BOVY,0.0035655579326156605
HARU FILM,0.003549346434956194
YENSAWAN,0.003545562557136233
OKsis,0.0035380133179478772
CBG DEVICES,0.0035248933969228647
MOODS,0.003524893396922864
SMILEY,0.0035226758172585736
PREM BAG AND CLOTHES,0.003516180902199646
PEPPA PIG HASBRO KIDDO,0.003502627821722647
PET LOVERS CENTRE,0.003493257118515052
BENICIO,0.0034798150526251367
OUTDOOR BOTANICA BY ELEMENT 72,0.0034420557444367118
GLASSAHOLIC,0.0034132841396003434
CRITICAL SLIDE,0.003399452446176287
LEE WRANGLER,0.003353235119494956
MELISSA,0.0033495135434731356
Mandarin Suki & Dimsum Halal,0.003347622324740556
OLIVIA,0.0033476223247405484
TIMBERLAND,0.0033080606642031793
KEY & SHOES SERVICE,0.003305135297268927
ROBINSON,0.003304258246773668
BLACK PEARL,0.0032854286333521636
SUBWAY,0.003272106178951799
PHUTAWAN,0.0032491663035366827
SEOUL SOCIETY CLINIC,0.0032398028087853585
CPS COFFEE,0.003185666327470112
FOOD HALL,0.003185666327470112
GIZMO,0.0031188553157339718
T.TIME,0.0031070289516238092
LENSKART,0.003096690303572052
AEON,0.0030960922481463315
THOMPSON,0.0030561016374551302
U DIAMOND,0.0030540700597838496
GOVERNMENT COUNTER SERVICE,0.003052917207016223
MOLLY TEA,0.0030433785264736813
SHANE ENGLISH SCHOOL,0.002982249146543768
GRACO,0.0029807481115319352
BAAN & BEYOND,0.0029620328591198493
TTN,0.0029615795150861406
THONGSUAY,0.002960957422457597
MERIDA CLINIC,0.0029558573155560462
EMILIO VALENTINO,0.002953932469683188
นวดน้า,0.002943136973452233
E-QUIP,0.0029329383299802987
AI-CHA,0.002920231127724035
DOSH (DESCENDANT OF SUPERHEROES),0.0028880949337771653
MINX,0.002882840312864163
ตลาดจริงใจ,0.002834065608369105
JEWEL CAFE,0.002748301299496944
Superb brandname,0.0027472550477851236
TOP SHOES,0.002700035152939477
BALMY INHALER,0.0026753160457586205
WONDER PHOTO SHOP,0.0026688647177215653
Coco Walk,0.0026678674864537267
BAGGAGE LUGGAGE,0.002656017235173653
WALL STREET,0.002654348059132596
เซนทาร่า วิลล์,0.00259274952571716
SUPER RICH CURRENCY,0.0025725875350205356
KATSU MIDORI,0.0025532232145112983
Bowcake,0.0025483082306948794
@MEDICAL CLINIC BY หมอไก่,0.0025437099097518675
DECEMBOY,0.0025275629172576294
KAEJI99,0.0024869760419592483
HIT GALLERIA,0.002486976041959248
PUFF,0.0024613496850380487
คาเฟ่ขนม BY GOT,0.00243484573605389
TAI TIER,0.0024336697160014763
BANGKOK BOOTERY,0.002433669716001476
CURIOO,0.002419046262031394
COOL X MINIMAL,0.0024076919783047783
@SEA,0.0024076919783047775
ANUROJ,0.002407691978304777
ISOMARE,0.002407691978304776
360SWIM,0.0024076919783047757
JOG,0.0024076919783047757
YODYOKO,0.0024076919783047753
PAINT N PLAY,0.0024025080699891506
FOTOBOOTH,0.0023746013461187253
KAMU SPECIALTY,0.002369792948305106
EARDOTS,0.0023656373597238356
BABY MAI AR,0.00235747929172048
SAMEROS GALATO CAFE,0.002349031658910319
ILY,0.0023404692522731828
KIDZ & KITZ,0.002337223030388614
COOL MAKER,0.0023372230303886138
ONLY ORGANIC,0.0023372230303886133
TOP MODEL,0.002337223030388613
MANFAIR,0.0023372230303886116
JAPARA,0.0023294394789735284
CANDY LAND,0.0023067550043792038
MANGO SIX CLOTHING,0.002301576491217733
YOUR FACE,0.002301576491217729
CN WONDERLAND,0.002298278316375765
STARDUST Jewelry,0.002277290561501256
HOUSE OF THAILAND,0.002277290561501255
SWATCH,0.002270005638028971
TOYS R US,0.002270005638028965
LEHAHA LANZHOUN,0.0022687715295621274
ไร่กาแฟขี้ชะมด BLUEGOLD,0.002258181221010242
