Source,Target,Weight,Floor,Category
WAFFLE HOUSE,Central Udon,1,GF,Food & Beverage
WALL STREET ENGLISH,Central Udon,1,4F,Services & Education
WATCH STATION,Central Udon,1,1F,Fashion & Apparel
WATSONS,Central Udon,1,3F,Beauty & Wellness
WATSONS,Central Udon,1,GF,Beauty & Wellness
WITH IT,Central Udon,1,3F,Fashion & Apparel
WONDER PHOTO SHOP,Central Udon,1,2F,Lifestyle & Specialty
WRANGLER,Central Udon,1,1F,Fashion & Apparel
XIAOMI,Central Udon,1,2F,Technology & Electronics
YAMAHA MUSIC SCHOOL,Central Udon,1,4F,Services & Education
YAMAZAKI,Central Udon,1,GF,Food & Beverage
YAYOI,Central Udon,1,4F,Food & Beverage
YODCHA,Central Udon,1,3F,Food & Beverage
YUEDPAO,Central Udon,1,2F,Fashion & Apparel
YUGEN,Central Udon,1,1F,Beauty & Wellness
YUM NUA,Central Udon,1,GF,Food & Beverage
YVES ROCHER,Central Udon,1,1F,Beauty & Wellness
ZINE SHOP,Central Udon,1,4F,Fashion & Apparel
คลินิก โรงพยาบาลอุดรธานี,Central Udon,1,3F,Beauty & Wellness
ตุนท์ชาบูม,Central Udon,1,GF,Food & Beverage
LAO YUAN,Central Udon,1,4F,Food & Beverage
วัวล้วนๆ ไม่มีควายผสม,Central Udon,1,GF,Food & Beverage
ห้างทองแม่ทองพูล,Central Udon,1,3F,Fashion & Apparel
เซ่งเฮง,Central Udon,1,3F,Fashion & Apparel
ไปรษณีย์ไทย,Central Udon,1,2F,Lifestyle & Specialty
