Source,Target,Weight,Floor,Category
IMAX,Central Chiangmai,1,5F,Entertainment
INNISFREE,Central Chiangmai,1,2F,Beauty & Wellness
IT CITY,Central Chiangmai,1,3F,Technology
JASPAL,Central Chiangmai,1,1F,Fashion
JAY MART,Central Chiangmai,1,3F,Technology
JELLY BUNNY,Central Chiangmai,1,2F,Fashion
JIB,Central Chiangmai,1,3F,Technology
JIM THOMPSON,Central Chiangmai,1,1F,Fashion
JUBILEE,Central Chiangmai,1,1F,Fashion
K LOVE PHONE,Central Chiangmai,1,3F,Technology
KAMU TEA,Central Chiangmai,1,GF,Food & Beverage
KASIKORN BANK,Central Chiangmai,1,3F,Bank & Financial Services
KATSUYA,Central Chiangmai,1,5F,Food & Beverage
KAWAI,Central Chiangmai,1,3F,Education
KEDMA,Central Chiangmai,1,4F,Beauty & Wellness
KFC,Central Chiangmai,1,1F,Food & Beverage
KHAO SOI SARAPHI,Central Chiangmai,1,4F,Food & Beverage
KIATNAKIN BANK,Central Chiangmai,1,3F,Bank & Financial Services
KIKI BABY,Central Chiangmai,1,2F,Fashion
KOI THE',Central Chiangmai,1,1F,Food & Beverage
KOREA THINKS LIKE,Central Chiangmai,1,4F,Food & Beverage
KRUNG THAI BANK,Central Chiangmai,1,3F,Bank & Financial Services
KRUNGSRI FRIST CHOICE,Central Chiangmai,1,3F,Bank & Financial Services
KUMON,Central Chiangmai,1,3F,Education
LACOSTE,Central Chiangmai,1,1F,Fashion
LAEM CHAROEN SEAFOOD,Central Chiangmai,1,4F,Food & Beverage
LAOS YUAN,Central Chiangmai,1,5F,Food & Beverage
LEE,Central Chiangmai,1,2F,Fashion
LEVI'S,Central Chiangmai,1,1F,Fashion
LIVERPOOL,Central Chiangmai,1,2F,Fashion
LONGNIES,Central Chiangmai,1,1F,Fashion
LUSH FRESH HANDMADE COSMETICS,Central Chiangmai,1,2F,Beauty & Wellness
LUXURY29,Central Chiangmai,1,1F,Fashion
LYN,Central Chiangmai,1,2F,Fashion
LYN AROUND,Central Chiangmai,1,2F,Fashion
MANGO,Central Chiangmai,1,1F,Fashion
MARKS & SPENCER,Central Chiangmai,1,1F,Fashion
MC JEANS,Central Chiangmai,1,2F,Fashion
MEMORIZE BROWNIE,Central Chiangmai,1,5F,Food & Beverage
MERREZ'CA,Central Chiangmai,1,2F,Beauty & Wellness
MIHIMIHI,Central Chiangmai,1,4F,Food & Beverage
MINIMAL COFFEE,Central Chiangmai,1,2F,Food & Beverage
MINISO,Central Chiangmai,1,4F,Lifestyle & Specialty
MIRACLE COFFEE,Central Chiangmai,1,4F,Food & Beverage
MISTER DONUT,Central Chiangmai,1,2F,Food & Beverage
MISTY MYNX,Central Chiangmai,1,1F,Fashion
MIYAZAKI,Central Chiangmai,1,5F,Food & Beverage
MK RESTAURANTS,Central Chiangmai,1,5F,Food & Beverage
MLAB,Central Chiangmai,1,2F,Fashion
MLAB (ON RUNNING),Central Chiangmai,1,2F,Fashion
MLB,Central Chiangmai,1,1F,Fashion
MOLTO,Central Chiangmai,1,2F,Food & Beverage
MOSHI MOSHI,Central Chiangmai,1,4F,Lifestyle & Specialty
MR. T. PADTHAI FRIED CLAMS,Central Chiangmai,1,4F,Food & Beverage
MR. DIY,Central Chiangmai,1,3F,Lifestyle & Specialty
MUANG THAI LIFE ASSURANCE,Central Chiangmai,1,3F,Bank & Financial Services
MUSIC COLLECTION,Central Chiangmai,1,3F,Education
NAKAMA CAFE,Central Chiangmai,1,4F,Food & Beverage
NEW BALANCE,Central Chiangmai,1,2F,Fashion
NGG JEWELLERY,Central Chiangmai,1,2F,Fashion
NIKE,Central Chiangmai,1,1F,Fashion
NUAN BAKERY,Central Chiangmai,1,GF,Food & Beverage
NYLA,Central Chiangmai,1,2F,Fashion
OISHI RAMEN,Central Chiangmai,1,5F,Food & Beverage
OLINO CREPE & TEA,Central Chiangmai,1,4F,Food & Beverage
OMELETTE RICE,Central Chiangmai,1,4F,Food & Beverage
ON THE TABLE,Central Chiangmai,1,5F,Food & Beverage
OOTOYA,Central Chiangmai,1,5F,Food & Beverage
OPPO,Central Chiangmai,1,3F,Technology
OPTIC SQUARE,Central Chiangmai,1,4F,Fashion
OWNDAYS,Central Chiangmai,1,2F,Fashion
P.A.PHONE,Central Chiangmai,1,3F,Technology
PANDORA,Central Chiangmai,1,1F,Fashion
PARIN GEMS,Central Chiangmai,1,1F,Fashion
PENDULUM,Central Chiangmai,1,1F,Fashion
PHATARAMANEE,Central Chiangmai,1,1F,Fashion
PHUNGNOI BAKERY,Central Chiangmai,1,GF,Food & Beverage
POMELO,Central Chiangmai,1,1F,Fashion
POP PRINT,Central Chiangmai,1,3F,Services
POPSTAR BY MAJOR CINEPLEX,Central Chiangmai,1,GF,Food & Beverage
PORNKASEM CLINIC,Central Chiangmai,1,4F,Beauty & Wellness
POTATO CORNER,Central Chiangmai,1,2F,Food & Beverage
PRO CLEAN,Central Chiangmai,1,GF,Services
PRONTO,Central Chiangmai,1,2F,Fashion
PROVINCIAL ELECTRICITY AUTHORITY,Central Chiangmai,1,3F,Services
RADI SUKI BANGKOK,Central Chiangmai,1,4F,Food & Beverage
RAE CLINIC,Central Chiangmai,1,4F,Beauty & Wellness
REALME,Central Chiangmai,1,3F,Technology
REV RUNNR,Central Chiangmai,1,2F,Fashion
ROLEX AT PENDULUM,Central Chiangmai,1,1F,Fashion
ROMRAWIN CLINIC,Central Chiangmai,1,4F,Beauty & Wellness
RUE ROYALE,Central Chiangmai,1,4F,Beauty & Wellness
RUEN MAI THAI YAI,Central Chiangmai,1,GF,Food & Beverage
S&P,Central Chiangmai,1,5F,Food & Beverage
SAINT ETOILE BY YAMAZAKI,Central Chiangmai,1,GF,Food & Beverage
SAMSONITE,Central Chiangmai,1,2F,Fashion
SAMSUNG MOBILE,Central Chiangmai,1,3F,Technology
SANTA FE' STEAK HOUSE,Central Chiangmai,1,5F,Food & Beverage
SE-ED BOOK CENTER,Central Chiangmai,1,4F,Lifestyle & Specialty
SHABUSHI,Central Chiangmai,1,5F,Food & Beverage
SIAM COMMERCIAL BANK,Central Chiangmai,1,3F,Bank & Financial Services
SIZZLER,Central Chiangmai,1,5F,Food & Beverage
SKECHERS,Central Chiangmai,1,1F,Fashion
SNOOWING BINGSU,Central Chiangmai,1,4F,Food & Beverage
SOFUTO,Central Chiangmai,1,2F,Food & Beverage
SOFUTO CREAM,Central Chiangmai,1,2F,Food & Beverage
STARBUCKS COFFEE,Central Chiangmai,1,1F,Food & Beverage
STUDIO 7,Central Chiangmai,1,3F,Technology
SUKISHI CHARCOAL GRILL,Central Chiangmai,1,5F,Food & Beverage
SUNGLASS HUT,Central Chiangmai,1,1F,Fashion
SUPERDRY,Central Chiangmai,1,1F,Fashion
SUUNTO,Central Chiangmai,1,2F,Fashion
SWAROVSKI,Central Chiangmai,1,1F,Fashion
SWENSEN'S,Central Chiangmai,1,5F,Food & Beverage
TA PAE TOM YUM NOODLE,Central Chiangmai,1,4F,Food & Beverage
TAG HEUER,Central Chiangmai,1,1F,Fashion
TENYA,Central Chiangmai,1,5F,Food & Beverage
TG EXPRESS,Central Chiangmai,1,3F,Services
TG FONE,Central Chiangmai,1,3F,Technology
TG SMARTPHONE,Central Chiangmai,1,3F,Technology
THAI-DENMARK MILK SHOP,Central Chiangmai,1,4F,Food & Beverage
THAILAND POST OFFICE,Central Chiangmai,1,2F,Services
THE CHAMPION,Central Chiangmai,1,3F,Education
THE EXTRACTION,Central Chiangmai,1,GF,Food & Beverage
