Source,Target,Weight,Floor,Category
MUANG THAI LIFE ASSURANCE,Central Chonburi,1,1F,Bank & Financial Services
MUJI,Central Chonburi,1,GF,Lifestyle & Specialty
N PHONE,Central Chonburi,1,2F,Technology & Electronics
NAM PRIK MEA NANG,Central Chonburi,1,GF,Food & Beverage
NARA BRANDNAME,Central Chonburi,1,1F,Fashion & Apparel
NEW BALANCE,Central Chonburi,1,1F,Fashion & Apparel
NIPON CLINIC,Central Chonburi,1,1F,Beauty & Wellness
NITIPON CLINIC,Central Chonburi,1,2F,Beauty & Wellness
OFFICEMATE,Central Chonburi,1,GF,Lifestyle & Specialty
OISHI BUFFET,Central Chonburi,1,3F,Food & Beverage
OISHI RAMEN,Central Chonburi,1,3F,Food & Beverage
OLINO,Central Chonburi,1,GF,Food & Beverage
OOTOYA,Central Chonburi,1,3F,Food & Beverage
OPATRA,Central Chonburi,1,GF,Beauty & Wellness
OPPO,Central Chonburi,1,2F,Technology & Electronics
OPTICAL 88,Central Chonburi,1,1F,Fashion & Apparel
ORIENTAL PRINCESS,Central Chonburi,1,1F,Beauty & Wellness
P&F,Central Chonburi,1,GF,Beauty & Wellness
P.A. PHONE,Central Chonburi,1,2F,Technology & Electronics
PADTHAIHOYTODSIAMUMPAVA,Central Chonburi,1,GF,Food & Beverage
PANKHAMHOM,Central Chonburi,1,GF,Food & Beverage
PET LOVER CENTRE,Central Chonburi,1,GF,Lifestyle & Specialty
PHONPASSTRA,Central Chonburi,1,GF,Fashion & Apparel
PIM @ POST,Central Chonburi,1,GF,Lifestyle & Specialty
PLAYBOY,Central Chonburi,1,1F,Fashion & Apparel
PLOYRADA CLINIC,Central Chonburi,1,2F,Beauty & Wellness
PORNKASEM CLINIC,Central Chonburi,1,1F,Beauty & Wellness
POTATO CORNER,Central Chonburi,1,GF,Food & Beverage
POWER BUY,Central Chonburi,1,2F,Technology & Electronics
PREM,Central Chonburi,1,GF,Fashion & Apparel
PRIMA DIAMOND,Central Chonburi,1,GF,Fashion & Apparel
PRO.TIME,Central Chonburi,1,2F,Lifestyle & Specialty
RACHA TELECOM,Central Chonburi,1,2F,Technology & Electronics
RARDNALUNGHOITIENLAO,Central Chonburi,1,GF,Food & Beverage
RESTER,Central Chonburi,1,2F,Lifestyle & Specialty
RICH JEWELRY,Central Chonburi,1,GF,Fashion & Apparel
RIP CURL,Central Chonburi,1,1F,Fashion & Apparel
ROBINSON DEPARTMENT STORE,Central Chonburi,1,1F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chonburi,1,2F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chonburi,1,3F,Lifestyle & Specialty
S&P,Central Chonburi,1,3F,Food & Beverage
SABINA,Central Chonburi,1,GF,Fashion & Apparel
SAMSUNG,Central Chonburi,1,2F,Technology & Electronics
SAMSUNG,Central Chonburi,1,2F,Technology & Electronics
SANTA FE' STEAK,Central Chonburi,1,3F,Food & Beverage
SATO DON,Central Chonburi,1,3F,Food & Beverage
SE-ED,Central Chonburi,1,2F,Lifestyle & Specialty
SENG HENG,Central Chonburi,1,GF,Fashion & Apparel
SF CINEMA,Central Chonburi,1,4F,Entertainment
SHABU CHAIN,Central Chonburi,1,3F,Food & Beverage
SHABUSHI,Central Chonburi,1,3F,Food & Beverage
SHANE ENGLISH SCHOOL,Central Chonburi,1,3F,Services & Education
SHU UEMURA,Central Chonburi,1,GF,Fashion & Apparel
SIAM COMMERCIAL BANK,Central Chonburi,1,1F,Bank & Financial Services
SIZZLER,Central Chonburi,1,3F,Food & Beverage
SKECHERS,Central Chonburi,1,1F,Fashion & Apparel
SLIM UP CENTER,Central Chonburi,1,2F,Beauty & Wellness
SONY,Central Chonburi,1,2F,Technology & Electronics
SOUL SOCIETY CLINIC,Central Chonburi,1,2F,Beauty & Wellness
SPARSHA MEDICA,Central Chonburi,1,2F,Beauty & Wellness
STARBUCKS COFFEE,Central Chonburi,1,1F,Food & Beverage
STRAW FACTORY,Central Chonburi,1,GF,Food & Beverage
STUDIO 7,Central Chonburi,1,1F,Technology & Electronics
SUKISHI,Central Chonburi,1,3F,Food & Beverage
SUKIYA,Central Chonburi,1,3F,Food & Beverage
SUPER GOOD,Central Chonburi,1,2F,Technology & Electronics
SUPER SPORTS,Central Chonburi,1,2F,Fashion & Apparel
SUSHI EXPRESS,Central Chonburi,1,GF,Food & Beverage
SUSHIRO,Central Chonburi,1,3F,Food & Beverage
SWENSEN'S,Central Chonburi,1,3F,Food & Beverage
T.WATCHES,Central Chonburi,1,1F,Fashion & Apparel
TAIFA OPTIC,Central Chonburi,1,1F,Fashion & Apparel
TAPA GAME,Central Chonburi,1,4F,Entertainment
TEAW PED MUNG CHON,Central Chonburi,1,GF,Food & Beverage
THAI CREDIT BANK,Central Chonburi,1,1F,Bank & Financial Services
THAI DENMARK,Central Chonburi,1,GF,Food & Beverage
THAILIFE,Central Chonburi,1,1F,Bank & Financial Services
THE FACE SHOP,Central Chonburi,1,1F,Beauty & Wellness
THE ICON,Central Chonburi,1,2F,Beauty & Wellness
THE KLINIQUE,Central Chonburi,1,1F,Beauty & Wellness
THE PIZZA COMPANY,Central Chonburi,1,3F,Food & Beverage
TMB THANACHART BANK,Central Chonburi,1,1F,Bank & Financial Services
TOPS MARKET,Central Chonburi,1,GF,Lifestyle & Specialty
TRUE,Central Chonburi,1,2F,Technology & Electronics
TUCK PAD KAPHRAO TRAY GIANT,Central Chonburi,1,GF,Food & Beverage
TUMNUKTHONG,Central Chonburi,1,GF,Fashion & Apparel
UMAY PLUS,Central Chonburi,1,1F,Bank & Financial Services
UNIQLO,Central Chonburi,1,1F,Fashion & Apparel
UNITED OVERSEAS BANK,Central Chonburi,1,2F,Bank & Financial Services
UOB XPRESS,Central Chonburi,1,1F,Bank & Financial Services
URAIWAN JEWELRY,Central Chonburi,1,GF,Fashion & Apparel
URTHE,Central Chonburi,1,1F,Fashion & Apparel
VANS,Central Chonburi,1,1F,Fashion & Apparel
VINTEL HOME,Central Chonburi,1,2F,Lifestyle & Specialty
VISION PRINCESS,Central Chonburi,1,1F,Lifestyle & Specialty
VIVO,Central Chonburi,1,2F,Technology & Electronics
WACOAL,Central Chonburi,1,GF,Fashion & Apparel
WARAPORN SALAPAO,Central Chonburi,1,GF,Food & Beverage
WATCH & KEY CENTER SERVICE,Central Chonburi,1,1F,Lifestyle & Specialty
WATSONS,Central Chonburi,1,2F,Beauty & Wellness
WATSONS,Central Chonburi,1,GF,Beauty & Wellness
WHANGTOHKANG YAOWARAT,Central Chonburi,1,GF,Fashion & Apparel
XIAOMI,Central Chonburi,1,2F,Technology & Electronics
YAMAHA MUSIC SCHOOL,Central Chonburi,1,3F,Services & Education
YAMAZAKI,Central Chonburi,1,GF,Food & Beverage
YANGCHEESE GRILCHABU,Central Chonburi,1,GF,Food & Beverage
YAOWARAT KRUNGTHEP,Central Chonburi,1,GF,Fashion & Apparel
YAYOI,Central Chonburi,1,3F,Food & Beverage
YUEDPAO,Central Chonburi,1,1F,Fashion & Apparel
YVES ROCHER,Central Chonburi,1,1F,Beauty & Wellness
ZAB ZEED TEAW TOM YUM,Central Chonburi,1,GF,Food & Beverage
ZEN JAPANESE RESTAURANT,Central Chonburi,1,1F,Food & Beverage
ไร่กาแฟขี้ชะมด BLUEGOLD,Central Chonburi,1,GF,Food & Beverage
