Source,Target,Weight,Floor,Category
PANDORA,Central Pattaya,1,1F,Fashion
PAY BY P.A.PHONE,Central Pattaya,1,3F,Technology
PEPPER LUNCH,Central Pattaya,1,5F,Food & Beverage
PLAYBOY,Central Pattaya,1,2F,Fashion
PORNKASEM CLINIC,Central Pattaya,1,4F,Beauty & Wellness
POWER BUY,Central Pattaya,1,3F,Technology
PRIME BURGER,Central Pattaya,1,GF,Food & Beverage
PRO CLEAN,Central Pattaya,1,GF,Services
PUMA,Central Pattaya,1,2F,Fashion
QUINN,Central Pattaya,1,1F,Fashion
REEBOK,Central Pattaya,1,2F,Fashion
RIP CURL,Central Pattaya,1,2F,Fashion
RITUALS,Central Pattaya,1,1F,Beauty & Wellness
ROMRAWIN CLINIC,Central Pattaya,1,4F,Beauty & Wellness
ROOKIE USA,Central Pattaya,1,2F,Fashion
ROYAL IVY REGATTA NEW ENGLANG,Central Pattaya,1,2F,Fashion
ROYAL SPA,Central Pattaya,1,GF,Beauty & Wellness
S&P,Central Pattaya,1,5F,Food & Beverage
SABINA,Central Pattaya,1,3F,Fashion
SABOTEN,Central Pattaya,1,5F,Food & Beverage
SALAD FACTORY,Central Pattaya,1,GF,Food & Beverage
SAMSONITE,Central Pattaya,1,2F,Fashion
SAMSUNG,Central Pattaya,1,3F,Technology
SANTA FE' STEAK HOUSE,Central Pattaya,1,6F,Food & Beverage
SANTA MONICA DINER - MEDITERRANEAN AND CALIFORNIAN,Central Pattaya,1,GF,Food & Beverage
SAVE DRUG,Central Pattaya,1,GF,Beauty & Wellness
SFX CINEMA,Central Pattaya,1,6M,Entertainment
SHABUSHI,Central Pattaya,1,6F,Food & Beverage
SIZZLER,Central Pattaya,1,6F,Food & Beverage
SKECHER,Central Pattaya,1,2F,Fashion
SLOTHS CAFE,Central Pattaya,1,3F,Food & Beverage
SOUTHERN COFFEE,Central Pattaya,1,1F,Food & Beverage
SOUTHERN COFFEE,Central Pattaya,1,3F,Food & Beverage
STARBUCKS COFFEE,Central Pattaya,1,1F,Food & Beverage
STARBUCKS COFFEE,Central Pattaya,1,GF,Food & Beverage
STUDIO 7,Central Pattaya,1,3F,Technology
SUKISHI,Central Pattaya,1,5F,Food & Beverage
SUNGLASS HUT,Central Pattaya,1,1F,Fashion
SUPER SPORTS,Central Pattaya,1,2F,Fashion
SUREENO,Central Pattaya,1,3F,Fashion
SUSHIRO,Central Pattaya,1,6F,Food & Beverage
SWAROVSKI,Central Pattaya,1,1F,Fashion
THE NEXT,Central Pattaya,1,4F,Fashion
THE NORTH FACE,Central Pattaya,1,2F,Fashion
THE PIZZA COMPANY,Central Pattaya,1,5F,Food & Beverage
THE PROUD CLINIC / THE PROUD WELLNESS,Central Pattaya,1,4F,Beauty & Wellness
THE REPBLIC GRILL & RESTAURANT,Central Pattaya,1,6F,Food & Beverage
TMB THANACHART BANK,Central Pattaya,1,4F,Bank & Financial Services
TOMMY HILFIGER,Central Pattaya,1,1F,Fashion
TOYS”R”US,Central Pattaya,1,4F,Lifestyle & Specialty
TRUE SHOP,Central Pattaya,1,3F,Technology
UNDER ARMOUR,Central Pattaya,1,,Fashion
WESTERN-UNION,Central Pattaya,1,1F,Bank & Financial Services
KUMPOON คำพูน,Central Pattaya,1,GF,Food & Beverage
