Source,Target,Weight,Floor,Category
SE-ED BOOK CENTER,Central Bangna,1,3F,Lifestyle & Specialty
SIZZLER,Central Bangna,1,5F,Food & Beverage
SONG SENG HENG YAOWARAJ,Central Bangna,1,3F,Fashion
STARBUCKS COFFEE,Central Bangna,1,1F,Food & Beverage
STARBUCKS COFFEE,Central Bangna,1,2F,Food & Beverage
STUDIO 7,Central Bangna,1,2F,Technology
SUPER SPORTS,Central Bangna,1,3F,Fashion
SUREE FLORIST,Central Bangna,1,B2,Lifestyle & Specialty
T.TIME,Central Bangna,1,1F,Services
TAPTIM GOLD,Central Bangna,1,3F,Fashion
TG FONE,Central Bangna,1,5F,Technology
THAILAND POST OFFICE,Central Bangna,1,B1,Services
THE KLINIQUE,Central Bangna,1,3F,Beauty & Wellness
THONGTHAWEECHAI 1,Central Bangna,1,3F,Fashion
TISCO BANK,Central Bangna,1,4F,Bank & Financial Services
TMBThanachart Bank,Central Bangna,1,4F,Bank & Financial Services
UMAY PLUS,Central Bangna,1,4F,Bank & Financial Services
UNIQLO,Central Bangna,1,1F,Fashion
UNITED OVERSEAS BANK,Central Bangna,1,4F,Bank & Financial Services
VIVO,Central Bangna,1,4F,Technology
WASH ME,Central Bangna,1,B2,Services
WATSONS,Central Bangna,1,3F,Beauty & Wellness
YAYOI,Central Bangna,1,5F,Food & Beverage
YOSHINOYA,Central Bangna,1,5F,Food & Beverage
YVES ROCHER,Central Bangna,1,2F,Beauty & Wellness
ไก่กรอบป้าแก้ว,Central Bangna,1,5F,Food & Beverage
เซ็งซิมอี้ ลือลั่นสะท้านโลกันต์,Central Bangna,1,B1,Food & Beverage
