mall_code,mall_name,store_name,group,brand,categories,floors,external_id,location_id
PK2,Central Phuket Floresta,BEBBY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d668349f-4a21-5c6b-9028-bbf540e720f9,el_68767c4bec1fc50001eda69f
PK2,Central Phuket Floresta,LEC | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,df75c6fd-7eb7-514b-b78d-48514d53c9c8,el_68767c4bec1fc50001eda6a0
PK2,Central Phuket Floresta,JUICY COUTURE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d87e838b-713e-5af9-937a-2e1481f5a588,el_68767c4bec1fc50001eda6a2
PK2,Central Phuket Floresta,ZOGGS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,351fc2c7-f2aa-5f19-9117-b29ae98a732e,el_68767c4bec1fc50001eda6a3
PK2,Central Phuket Floresta,RELLECIGA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a81ebbfa-3287-5667-a90c-418c9ea16c4c,el_68767c4bec1fc50001eda6a6
PK2,Central Phuket Floresta,VILLAINS SF | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,55282ae4-20a2-5905-9a7b-1c43aae079d1,el_68767c4bec1fc50001eda6a7
PK2,Central Phuket Floresta,ESTHER BUNNY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,37a08227-ae98-58b3-8495-587e459338fb,el_68767c4bec1fc50001eda6a8
PK2,Central Phuket Floresta,TTN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5eb545e8-7db3-55a1-86f0-f33f2fde0e18,el_68767c4bec1fc50001eda6aa
PK2,Central Phuket Floresta,AIAOON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2c9e0be0-eeeb-5886-870f-5ab87a08bc88,el_68767c4bec1fc50001eda6af
PK2,Central Phuket Floresta,LAUREN RALPH LAUREN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ab11facf-b90a-57cb-8b54-ee43f19b1ed4,el_68767c4bec1fc50001eda6b2
PK2,Central Phuket Floresta,ELLE DECOR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a3749683-83f5-551e-ae4a-8333658c50f4,el_68767c4bec1fc50001eda6b6
PK2,Central Phuket Floresta,TIFFANY&CO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b4713053-57f5-5a01-a3c3-7736a620b284,el_68767c4bec1fc50001eda6b8
PK2,Central Phuket Floresta,COACH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,26a6257f-e647-543b-8914-5221403784fd,el_68767c4bec1fc50001eda6bd
PK2,Central Phuket Floresta,BESSON JOUJOU | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f27ab72a-76b9-5786-a797-10e998349c6e,el_68767c4bec1fc50001eda6c5
PK2,Central Phuket Floresta,OTTO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f38c56b2-6e27-5289-8190-16ce6444e6c9,el_68767c4bec1fc50001eda6c6
PK2,Central Phuket Floresta,DIPOA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,13332780-94b0-52ae-93cb-c7f97049b9fc,el_68767c4bec1fc50001eda6c8
PK2,Central Phuket Floresta,ALBA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,46d02eb7-8981-5184-a2f2-63aa68b681ad,el_68767c4bec1fc50001eda6c9
PK2,Central Phuket Floresta,BARBIE SHOES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f86db05b-cb63-5664-b50a-780b77b757da,el_68767c4bec1fc50001eda6cb
PK2,Central Phuket Floresta,EXP JAPON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d4c42edd-a518-5d2f-8ab6-be806f0a73d9,el_68767c4bec1fc50001eda6cc
PK2,Central Phuket Floresta,ROCK ME | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a2ea4736-f202-565b-bd54-4734354b07f6,el_68767c4bec1fc50001eda6cd
PK2,Central Phuket Floresta,SIMPLE&CHIC | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,92a59a00-e76a-5e86-ae11-8c7b55629de9,el_68767c4bec1fc50001eda6ce
PK2,Central Phuket Floresta,EKO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ee38729a-fcfe-50d3-a587-571ddec71e11,el_68767c4bec1fc50001eda6cf
PK2,Central Phuket Floresta,PAHKAHMAH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2365e723-95ff-5ea3-8f95-56c95a8bbd85,el_68767c4bec1fc50001eda6d1
PK2,Central Phuket Floresta,SIRENA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ba4266d2-1d91-56c1-af4f-284059b2737c,el_68767c4bec1fc50001eda6d6
PK2,Central Phuket Floresta,WECK | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,297cf82e-5692-57c1-b9f0-fd8323729703,el_68767c4bec1fc50001eda6d7
PK2,Central Phuket Floresta,AVANT GARDE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4f7c7fc8-9336-596a-8b85-fae5c51e64ef,el_68767c4bec1fc50001eda6d8
PK2,Central Phuket Floresta,MALIN HERB | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3ed9ee9e-a398-50b3-bf4a-4295de0f3e2a,el_68767c4bec1fc50001eda6da
PK2,Central Phuket Floresta,TOMICA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,395015c9-695c-5e68-855f-e97fd19255e8,el_68767c4bec1fc50001eda6dc
PK2,Central Phuket Floresta,DELIVERY FEE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,06650f4b-aa42-5add-9984-5986b2cbfa60,el_68767c4bec1fc50001eda6dd
PK2,Central Phuket Floresta,LED LIGHT | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8adcdc70-fbdb-5b47-a1c7-54f0f94fb08b,el_68767c4bec1fc50001eda6df
PK2,Central Phuket Floresta,OCEAN TOYS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,351acbf6-660b-5bf5-ac4f-99cd9c752db4,el_68767c4bec1fc50001eda6e0
PK2,Central Phuket Floresta,NATUR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8a2a0bd6-768d-5e70-b56b-24afbdf35aa8,el_68767c4bec1fc50001eda6e2
PK2,Central Phuket Floresta,PAUL FRANK | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c7f3b64e-4fa9-530a-bcb1-5d9c8477e488,el_68767c4bec1fc50001eda6e4
PK2,Central Phuket Floresta,KEED | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9cf08864-5634-5b50-ba5b-ddecac3a77b3,el_68767c4bec1fc50001eda6e5
PK2,Central Phuket Floresta,LIBBEY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9171eb34-b81f-580a-94d4-4d023178b12e,el_68767c4bec1fc50001eda6e6
PK2,Central Phuket Floresta,CHELSEE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,89eed666-222e-5219-a22f-4b67802816d5,el_68767c4bec1fc50001eda6e7
PK2,Central Phuket Floresta,VIDAL SASSOON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,666a2a53-de8e-5438-9e4e-df4eaad3b8ae,el_68767c4bec1fc50001eda6ea
PK2,Central Phuket Floresta,SAAMU | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c218b589-5bc3-5d20-8f46-579bbe7581b1,el_68767c4bec1fc50001eda6eb
PK2,Central Phuket Floresta,HAVEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,988e866c-5e99-508b-9695-573966490721,el_68767c4bec1fc50001eda6ec
PK2,Central Phuket Floresta,MINIMEX | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0224814d-daf3-57c8-ae42-8b29d918bbcd,el_68767c4bec1fc50001eda6ee
PK2,Central Phuket Floresta,BA&SH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,198739d4-ee07-5029-ac31-f26e424ee464,el_68767c4bec1fc50001eda6ef
PK2,Central Phuket Floresta,TREFL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,48f8fe50-cfc5-52e1-abd1-9efc7f371466,el_68767c4bec1fc50001eda6f0
PK2,Central Phuket Floresta,KOOTS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,97e10509-5e70-5fa1-a260-cefe1e83c130,el_68767c4bec1fc50001eda6f2
PK2,Central Phuket Floresta,BUMKINS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b87f0fe9-3fa5-597b-9840-ee1449ff2739,el_68767c4bec1fc50001eda6f3
PK2,Central Phuket Floresta,PULCINELLA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8362ecc7-f262-5668-9748-848681deada9,el_68767c4bec1fc50001eda6f4
PK2,Central Phuket Floresta,LANVIN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0fb9c8d1-26fe-518d-94bb-0d65ea6424a3,el_68767c4bec1fc50001eda6f8
PK2,Central Phuket Floresta,JOHN LANGFORD | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,85217c48-958d-5c0f-8b7b-bae1fe2ade9f,el_68767c4bec1fc50001eda6fa
PK2,Central Phuket Floresta,JACOB | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ae021a0b-97b2-5570-aac2-90cf81fb48df,el_68767c4bec1fc50001eda6ff
PK2,Central Phuket Floresta,PEACHES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,45915604-c980-5ac7-8d66-a90d6dc41b13,el_68767c4bec1fc50001eda700
PK2,Central Phuket Floresta,SEALY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2218b427-ed61-5a4a-922f-be0c6e94998e,el_68767c4bec1fc50001eda701
PK2,Central Phuket Floresta,HARUKI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,eb4382e5-356b-5617-b533-83c745b26623,el_68767c4bec1fc50001eda702
PK2,Central Phuket Floresta,TINY NOSE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,681d206e-c5b3-578a-8778-be6e04212808,el_68767c4bec1fc50001eda703
PK2,Central Phuket Floresta,LITTLE EDEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,aa894348-2305-5b53-bba0-918654ababe2,el_68767c4bec1fc50001eda704
PK2,Central Phuket Floresta,CRYSTAL PUZZLE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f01cf23c-f100-568c-b956-83d86616208e,el_68767c4bec1fc50001eda706
PK2,Central Phuket Floresta,JO MALONE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,196af43f-6bf3-51e0-827d-ebc9dc68f8be,el_68767c4bec1fc50001eda709
PK2,Central Phuket Floresta,TENMA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7ad75bb4-a372-5b62-9393-149bf12da027,el_68767c4bec1fc50001eda70a
PK2,Central Phuket Floresta,LANEIGE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2bdb4fff-8082-59d7-8e8a-316d5425b920,el_68767c4bec1fc50001eda70e
PK2,Central Phuket Floresta,STACCATO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,71fbfce8-4f35-52f1-96fd-82e3ca377bf9,el_68767c4bec1fc50001eda70f
PK2,Central Phuket Floresta,NACHTMANN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,86a2b5de-788f-5687-b502-ee83c0d4ed57,el_68767c4bec1fc50001eda710
PK2,Central Phuket Floresta,KAI KAI KAI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b27225ef-282d-5032-90f2-93f642c09c0d,el_68767c4bec1fc50001eda714
PK2,Central Phuket Floresta,BABY&CO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7bc85121-88ea-5d4b-a545-1000b144413b,el_68767c4bec1fc50001eda716
PK2,Central Phuket Floresta,EASY PIECES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,441820f2-47d4-565f-957d-7b659a7cd13a,el_68767c4bec1fc50001eda717
PK2,Central Phuket Floresta,KISS ME BABY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,11a9af51-bcb8-5549-bde1-598799aa437d,el_68767c4bec1fc50001eda719
PK2,Central Phuket Floresta,DART ZONE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f720d70f-b09d-5ba4-ad87-34617018219b,el_68767c4bec1fc50001eda71a
PK2,Central Phuket Floresta,GREEN PAN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f5c774c7-83bf-59fc-b708-fc706cb0ab16,el_68767c4bec1fc50001eda71c
PK2,Central Phuket Floresta,HAUG | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8a2f008e-acb7-52be-afb7-baa65da232c4,el_68767c4bec1fc50001eda71d
PK2,Central Phuket Floresta,LAMPTAN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4827045d-4d70-5397-b0ff-37b57ab95bbe,el_68767c4bec1fc50001eda71e
PK2,Central Phuket Floresta,ZION | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0c9d0e94-1beb-5de7-b430-ee1d06512ee9,el_68767c4bec1fc50001eda720
PK2,Central Phuket Floresta,TOEZONE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c5078ce8-9cc6-5f8b-b133-8004371731e9,el_68767c4bec1fc50001eda721
PK2,Central Phuket Floresta,PRETTY G | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3cd209d5-0869-5495-b25d-2a0d04286cca,el_68767c4bec1fc50001eda722
PK2,Central Phuket Floresta,TWIN FISH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,6ab0cff0-ccf7-58cc-9c85-e18e22f073fa,el_68767c4bec1fc50001eda724
PK2,Central Phuket Floresta,YODYOKO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e4b938ee-c78c-5a89-aa6c-5a805a7e37cc,el_68767c4bec1fc50001eda726
PK2,Central Phuket Floresta,BRUSTA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,820ebfdb-4221-5144-afa2-85e35b5d6743,el_68767c4bec1fc50001eda728
PK2,Central Phuket Floresta,MEYER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,13a1d5bc-f46a-5653-a9c5-21900fcb249a,el_68767c4bec1fc50001eda72a
PK2,Central Phuket Floresta,MAP ACTIVE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5adbad1c-fe09-54c9-8045-2e9fe5c8c8e2,el_68767c4bec1fc50001eda72b
PK2,Central Phuket Floresta,GUZEL STORY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,fa7e312d-39a7-510d-9b22-4c179521f0a6,el_68767c4bec1fc50001eda72c
PK2,Central Phuket Floresta,SMITHSONIAN KIDDO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,bb2aa0e5-9614-5661-b92c-966bdc629271,el_68767c4bec1fc50001eda72e
PK2,Central Phuket Floresta,UNDERGEAR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f8723f8c-995a-5ff8-9975-bb639058f003,el_68767c4bec1fc50001eda72f
PK2,Central Phuket Floresta,SANRIO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,6b91fdfb-959b-5802-843b-ae49716c7c0f,el_68767c4bec1fc50001eda732
PK2,Central Phuket Floresta,G&G | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9c835be9-9ba5-50b1-8c90-86f4b68079dc,el_68767c4bec1fc50001eda733
PK2,Central Phuket Floresta,PENGUIN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,61c40bcc-b556-5c90-b701-38264278c230,el_68767c4bec1fc50001eda734
PK2,Central Phuket Floresta,SWASH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,64ba24ad-ba37-5e09-87a3-58d3603fa5a3,el_68767c4bec1fc50001eda736
PK2,Central Phuket Floresta,CAROLINA HERRERA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,97942537-7b7b-5405-99ba-7be133dd25e0,el_68767c4bec1fc50001eda737
PK2,Central Phuket Floresta,ALICE AND OLIVIA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7d329a75-c052-53af-8f65-32534245495b,el_68767c4bec1fc50001eda738
PK2,Central Phuket Floresta,WELB BABY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5bba3b06-90fe-5fe7-bf98-245f420417a1,el_68767c4bec1fc50001eda73a
PK2,Central Phuket Floresta,BOSSINI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4307b1a3-f45e-5343-b3a9-71af9cb4fe2d,el_68767c4bec1fc50001eda73b
PK2,Central Phuket Floresta,KURON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b2d98a28-1106-5874-9c5e-45bf7db55553,el_68767c4bec1fc50001eda73f
PK2,Central Phuket Floresta,PAW PATROL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,cff92be7-671d-5692-8e85-f1e3880a3bc4,el_68767c4bec1fc50001eda741
PK2,Central Phuket Floresta,KP | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5abe34fe-51b3-5ca7-897e-8ecb47147877,el_68767c4bec1fc50001eda742
PK2,Central Phuket Floresta,TURBORA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,89bead34-9074-5967-8380-697148ac57ee,el_68767c4bec1fc50001eda744
PK2,Central Phuket Floresta,MAMAS&PAPAS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,47a73d63-615a-557e-861c-f59f46c62e15,el_68767c4bec1fc50001eda746
PK2,Central Phuket Floresta,GQ UNDERWEAR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3a3dd6cc-600e-58f6-9b00-d7795a8be9cf,el_68767c4bec1fc50001eda747
PK2,Central Phuket Floresta,PUREEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b64b3263-3a20-5759-b3fb-a3409ce1ad12,el_68767c4bec1fc50001eda749
PK2,Central Phuket Floresta,BEWELL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,cd567a76-7aa6-5b4a-8161-e2a1183b159f,el_68767c4bec1fc50001eda74b
PK2,Central Phuket Floresta,BRIGHT STARTS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,79d40298-8623-5395-8478-296511ffde3b,el_68767c4bec1fc50001eda74c
PK2,Central Phuket Floresta,FLOW | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0e6dcddb-445d-53ef-975a-9237b40d7a76,el_68767c4bec1fc50001eda74e
PK2,Central Phuket Floresta,ECCO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b47e9ea0-5009-5057-aed8-c0095e615ea4,el_68767c4bec1fc50001eda74f
PK2,Central Phuket Floresta,KHH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,598cc5c1-5785-5e0a-ac0c-7f3f7df6eab4,el_68767c4bec1fc50001eda751
PK2,Central Phuket Floresta,BANGKOK BOOTERY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,87dfd71f-90fb-517f-a762-c31d1b352003,el_68767c4bec1fc50001eda753
PK2,Central Phuket Floresta,LAURA MERCIER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e8648060-1c19-5b19-bdc0-9bb53cf7776b,el_68767c4bec1fc50001eda75c
PK2,Central Phuket Floresta,ANITA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e46f60c0-02b3-51d4-8756-e22ab205ae65,el_68767c4bec1fc50001eda762
PK2,Central Phuket Floresta,ELEGANCE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3f676907-addf-5bca-8f1e-c493b5cd2236,el_68767c4bec1fc50001eda764
PK2,Central Phuket Floresta,MILAROSE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5a26c940-e599-5ca7-83f1-07df56a96444,el_68767c4bec1fc50001eda765
PK2,Central Phuket Floresta,VIKTOR&ROLF | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,82b99daf-444a-549c-b185-4f64e9954bde,el_68767c4bec1fc50001eda766
PK2,Central Phuket Floresta,BEYBLADE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5a7d6385-f892-57ab-b67d-89ddd135c471,el_68767c4bec1fc50001eda767
PK2,Central Phuket Floresta,G2000 | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0cacb7ea-82b2-5899-9221-ffe0c9df0ae2,el_68767c4bec1fc50001eda769
PK2,Central Phuket Floresta,CHABATREE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3f7fa620-57e1-59c6-81f0-94772952952d,el_68767c4bec1fc50001eda76a
PK2,Central Phuket Floresta,SANRIO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,cb5c0aa7-85f0-535d-9d93-673b3330b590,el_68767c4bec1fc50001eda771
PK2,Central Phuket Floresta,GEKO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,bf6755d7-8e2d-56d5-a008-984ab8ad166d,el_68767c4bec1fc50001eda773
PK2,Central Phuket Floresta,CUBBE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d5e68c16-a3cf-53de-842f-47ecfec903b6,el_68767c4bec1fc50001eda774
PK2,Central Phuket Floresta,COOL MAKER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,31b28682-9669-5b21-b09d-c201fccfca39,el_68767c4bec1fc50001eda775
PK2,Central Phuket Floresta,LAMOON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d7c2b428-2630-57be-a049-abb75069aa72,el_68767c4bec1fc50001eda778
PK2,Central Phuket Floresta,ALBEDO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,44e6e2bc-d4f7-5a93-9325-ffc8ae1e27ea,el_68767c4bec1fc50001eda779
PK2,Central Phuket Floresta,CHILDS FARM | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f67a6116-85b0-574c-b4ae-7d39860698de,el_68767c4bec1fc50001eda77a
PK2,Central Phuket Floresta,PRO GLOVES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,43abd185-f4bc-52b9-b81a-cc4f3b55a827,el_68767c4bec1fc50001eda77d
PK2,Central Phuket Floresta,LUSTRO WARE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7bb13029-e10a-5d0c-836b-bcdc44685b8a,el_68767c4bec1fc50001eda77f
PK2,Central Phuket Floresta,BRAUN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2bcdc980-3819-50da-8da9-d5ae961f81ce,el_68767c4bec1fc50001eda781
PK2,Central Phuket Floresta,FLEUR DE LIS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3173eb34-b297-5e08-884e-1eea3a917eff,el_68767c4bec1fc50001eda782
PK2,Central Phuket Floresta,JELLY BELLY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9e6f4f4a-08ae-5ad5-8ca6-efb8da1e4573,el_68767c4bec1fc50001eda783
PK2,Central Phuket Floresta,DOLCE GABBANA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f6794371-b5cc-5484-84e2-cf0c19b9be48,el_68767c4bec1fc50001eda786
PK2,Central Phuket Floresta,BE FUN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,62e35a1c-cd63-5f79-a5f4-e079853fc352,el_68767c4bec1fc50001eda789
PK2,Central Phuket Floresta,ARTESA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,cf5bce8e-a39c-5f38-8e0f-229686fd8306,el_68767c4bec1fc50001eda78a
PK2,Central Phuket Floresta,MIRACLESUIT | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,017acc9f-ccbc-501d-bacf-a99d3918e307,el_68767c4bec1fc50001eda78b
PK2,Central Phuket Floresta,JOHN VARVATOS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,49e26fb9-0be1-59e5-9174-749c46294fb0,el_68767c4bec1fc50001eda78c
PK2,Central Phuket Floresta,MOMMYLICIOUS JUICE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d8fe1804-8576-545b-898c-57533676b475,el_68767c4bec1fc50001eda78f
PK2,Central Phuket Floresta,BANDAI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,22e6e04e-29c5-50a0-adfc-e900fe8886b9,el_68767c4bec1fc50001eda790
PK2,Central Phuket Floresta,DISNEY BABIES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7f43d962-a6af-530c-ad82-530d9841883a,el_68767c4bec1fc50001eda791
PK2,Central Phuket Floresta,SFERA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,638bfa0a-a23a-5138-8a14-b42246d1672e,el_68767c4bec1fc50001eda792
PK2,Central Phuket Floresta,PURLI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2a8beea0-b1ea-53f0-8ace-4cea433f20aa,el_68767c4bec1fc50001eda793
PK2,Central Phuket Floresta,GURU | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e128df12-fd32-5ac1-8479-1e8df2c82239,el_68767c4bec1fc50001eda795
PK2,Central Phuket Floresta,STB HIGUCHI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e1750d40-224e-5817-b842-078c4a3a8bcd,el_68767c4bec1fc50001eda796
PK2,Central Phuket Floresta,VINTURI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,26c9bc7d-408f-5ab6-a0cf-0e07d15eaab1,el_68767c4bec1fc50001eda797
PK2,Central Phuket Floresta,TOM FORD BEAUTY | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d9151610-918b-5f69-99bc-7c4ed74b27e9,el_68767c4bec1fc50001eda798
PK2,Central Phuket Floresta,GEFU | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9e50cf8c-343d-5555-9647-6e8df6768143,el_68767c4bec1fc50001eda7a0
PK2,Central Phuket Floresta,TEMPTECH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9311dc69-c9e4-5694-9094-09bf0cda9f0b,el_68767c4bec1fc50001eda7a1
PK2,Central Phuket Floresta,SUBMINIMAL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,048b86b1-515b-52b1-9c4f-46fa1dba8f95,el_68767c4bec1fc50001eda7a2
PK2,Central Phuket Floresta,PUFFGUIN ORGANIC | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7db1cabd-dcda-5a18-a7f8-90ac1e6a108a,el_68767c4bec1fc50001eda7a3
PK2,Central Phuket Floresta,HOM | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,79fa1f95-6e31-5f91-b32b-89b6915e8801,el_68767c4bec1fc50001eda7a4
PK2,Central Phuket Floresta,SUPREME | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d93c57b5-1399-500a-8b78-5b6e2f9108fa,el_68767c4bec1fc50001eda7a9
PK2,Central Phuket Floresta,MAMA COOKS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3e8df61a-5c9c-5fd9-a352-69ab998fb0a2,el_68767c4bec1fc50001eda7aa
