mall_code,mall_name,store_name,group,brand,categories,floors,external_id,location_id
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,81dbfffc-16a2-5778-96a6-e10597885bc7,el_699dfaa49981260001766013
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,23ac1a95-949a-5ab5-9a27-e6902f47e19d,el_699dfaa49981260001766065
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,c47152fe-8b8f-5903-87a0-652a461126b0,el_699dfaa49981260001766067
HYI,Central Hatyai,SUPERSPORTS,CRC,Supersports,Fashion & Accessories,,54994acc-e435-5c2f-adb5-4ca4dc3e0d11,el_699dfaa49981260001766089
HYI,Central Hatyai,B2S,CRC,B2S,Book & Stationeries,,9d9c6c91-9bde-578e-bb8e-5768d511afe0,el_699dfaa49981260001766094
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,ec5134cb-516b-59bb-b939-b57e236c2a75,el_699dfaa499812600017660a6
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,a60f3e3d-feb1-5117-af5c-981e08ee2207,el_699dfaa499812600017660b7
HYI,Central Hatyai,KFC,CRG,KFC,Food & Beverage,,639b26ff-c702-5152-8039-db2054448bc3,el_699dfaa499812600017660c0
HYI,Central Hatyai,TOPS SUPERMARKET,CRC,Tops Supermarket,Super Market,,0ab7506e-70f3-5151-8053-f558f9673a57,el_699dfaa499812600017660ce
HYI,Central Hatyai,OOTOYA,CRG,Ootoya,Food & Beverage,,f2619750-e4a2-5850-9897-b4cf8bfffe1e,el_699dfaa499812600017660ec
HYI,Central Hatyai,B2S,CRC,B2S,Book & Stationeries,,d367a5a1-1c7e-5341-9544-cbcd3e0b0625,el_699dfaa499812600017660f4
HYI,Central Hatyai,CENTRAL DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,6f6e1f3b-5d77-55b2-a30e-644078b502dc,el_699dfaa4998126000176610d
HYI,Central Hatyai,AUNTIE ANNE'S,CRG,Auntie Anne's,Food & Beverage,,2ef3da5e-6c02-5c77-8c05-9643550175f3,el_699dfaa4998126000176611f
HYI,Central Hatyai,MISTER DONUT,CRG,Mister Donut,Food & Beverage,,d4f5bd58-ea43-5078-a844-d3ed8ed78171,el_699dfaa49981260001766140
HYI,Central Hatyai,MUJI,CRC,Muji,Home & Décor,,d2f9efbc-c5b3-5ec6-bc02-732d91f2a4ea,el_699dfaa4998126000176614b
HYI,Central Hatyai,MATSUKIYO,CRC,Matsumoto Kiyoshi,Health & Beauty,,be631210-a1cc-580a-b738-1d06e199e301,el_699dfaa4998126000176616e
HYI,Central Hatyai,POWER BUY,CRC,Power Buy,Technology,,176eca12-f601-5eb3-be5f-35118d085a82,el_699dfaa49981260001766178
KBI,Central Krabi,B2S,CRC,B2S,Book & Stationeries,,2a8c987c-7b1e-5a3e-b529-a9663b85d7ab,el_68eeac3ec68f1100015976ae
KBI,Central Krabi,POWER BUY,CRC,Power Buy,Technology,,71ee6c79-0356-548e-9d4d-ecbb2c1e90a9,el_68eeac3ec68f1100015976b8
KBI,Central Krabi,TOPS SUPERMARKET,CRC,Tops Supermarket,Super Market,,1673227a-54fd-5778-9fed-3fc215c0a771,el_68eeac3ec68f1100015976b9
KBI,Central Krabi,KATSUYA,CRG,Katsuya,Food & Beverage,,ce2c5442-780e-5e64-b66b-dfcfa37f7504,el_68eeac3ec68f1100015976d7
KBI,Central Krabi,SUPERSPORTS,CRC,Supersports,Fashion & Accessories,,4cab69a3-96d3-5b0b-a342-c64a644bb296,el_68eeac3ec68f1100015976da
KBI,Central Krabi,PEPPER LUNCH,CRG,Pepper Lunch,Food & Beverage,,3a321e97-1a8d-52a6-80a3-dc466e8acce0,el_68eeac3ec68f1100015976e7
KBI,Central Krabi,KFC,CRG,KFC,Food & Beverage,,e0dccc4e-77f8-554a-a478-c7523945e37e,el_6a3c00960f5eb90001a19b65
KBI,Central Krabi,SALAD FACTORY,CRG,Salad Factory,Food & Beverage,,9b2e5e4f-4953-5745-a3e4-e5ff21a885a2,el_6a3c00960f5eb90001a19b67
KBI,Central Krabi,TOPS TERRACE,CRC,Tops Supermarket,Super Market,,28cf39e4-8089-5954-b243-f71af31fe530,el_6a3c00960f5eb90001a19bb1
KBI,Central Krabi,MISTER DONUT,CRG,Mister Donut,Food & Beverage,,d95126d1-0451-5ac6-b5a9-b938d72c0933,el_6a5901a09052f1000199bcbd
KBI,Central Krabi,AUNTIE ANNE'S,CRG,Auntie Anne's,Food & Beverage,,fff899f6-4202-5132-9b1d-e24f4c2e4fdc,el_6a5901a09052f1000199bcbf
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,21d40e4d-fc25-518a-80d0-0318a8bdc942,el_67efe912adece28afcbfd4a1
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,527aa963-d1ba-55a6-8ee1-ff04082b065b,el_67efe913adece28afcbfd4d3
KKN,Central Khonkaen,TOPS SUPERMARKET,CRC,Tops Supermarket,Super Market,,49c5ae67-d834-514a-ac46-556007d95cbb,el_67efe913adece28afcbfd4d5
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,d57ac125-3f1f-54ea-be16-623921cef8c1,el_67efe913adece28afcbfd50d
KKN,Central Khonkaen,OOTOYA,CRG,Ootoya,Food & Beverage,,f85df9ca-d37a-573d-9090-2af2b5e90e9f,el_67efe913adece28afcbfd53d
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,37533204-d294-577f-bf70-a8359d7a9b1f,el_67efe913adece28afcbfd547
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,cafe5385-9340-5c62-88a7-e3ffde255eb9,el_67efe913adece28afcbfd54b
KKN,Central Khonkaen,KFC,CRG,KFC,Food & Beverage,,5e706cae-9118-5e64-a35d-b782ac463007,el_67efe913adece28afcbfd5ca
KKN,Central Khonkaen,POWER BUY,CRC,Power Buy,Technology,,4fd3c995-bf60-51b1-9032-e25b786e71c6,el_67efe913adece28afcbfd607
KKN,Central Khonkaen,B2S,CRC,B2S,Book & Stationeries,,b62d2b04-7789-577e-802c-62351a32dd26,el_67efe913adece28afcbfd61a
KKN,Central Khonkaen,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,b2fcecba-a198-59b3-ac76-3d3a95562aa4,el_67efe913adece28afcbfd61d
KKN,Central Khonkaen,PEPPER LUNCH,CRG,Pepper Lunch,Food & Beverage,,af92ba47-e812-5eeb-a9ac-4d2e129f8a96,el_688ce5c64cf5f30001fc69c5
KKN,Central Khonkaen,AUNTIE ANNE'S,CRG,Auntie Anne's,Food & Beverage,,998080d7-4bb1-5f59-9aa1-21e5a168fe82,el_68addb40eb2f2e00019e155b
KKN,Central Khonkaen,MUJI,CRC,Muji,Home & Décor,,3477faff-f745-5c3d-be74-1476199b75b2,el_68af2cc1cb56f00001507067
KKN,Central Khonkaen,BAAN & BEYOND,CRC,Baan & Beyond,Home & Décor,,ca87b795-9efb-55ac-9d1e-bce3262d5369,el_68af2cc1cb56f00001507072
KKN,Central Khonkaen,MISTER DONUT,CRG,Mister Donut,Food & Beverage,,855824f6-4233-569d-ab35-2a762f715459,el_6a3c009899b2120001d87280
KKN,Central Khonkaen,TOPS DAILY,CRC,Tops Supermarket,Food & Beverage,,d790e197-8ae4-5706-a734-7df9e85f2937,el_6a5a533cc8100100017f2c86
LPG,Central Lampang,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,c2c76354-e8f5-53e6-9d51-90363f1eed3c,el_699e152c98a97f00016c3e6e
LPG,Central Lampang,KFC,CRG,KFC,Food & Beverage,,59a9dfc8-a86e-5f05-aa17-44c220dd58de,el_699e152c98a97f00016c3e84
LPG,Central Lampang,TOPS SUPERMARKET,CRC,Tops Supermarket,Super Market,,453bbb70-9376-5353-acc4-84604af07315,el_699e152c98a97f00016c3eb1
LPG,Central Lampang,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,479d0b74-3d41-5116-a430-5703b1269990,el_699e152c98a97f00016c3ec5
LPG,Central Lampang,MISTER DONUT,CRG,Mister Donut,Food & Beverage,,8335afd6-27b9-5c0e-8bf3-06aafdcdbcf1,el_699e152c98a97f00016c3ed0
LPG,Central Lampang,AUNTIE ANNE'S,CRG,Auntie Anne's,Food & Beverage,,da389b17-3230-5496-8cca-e92e2a6a4f71,el_699e152c98a97f00016c3ef5
LPG,Central Lampang,POWER BUY,CRC,Power Buy,Technology,,cb0e5191-20a4-5721-99d9-bbdb1d28420f,el_699e152c98a97f00016c3f16
LPG,Central Lampang,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,4b578dbd-462f-5024-b3ff-d7d4210371a9,el_699e152c98a97f00016c3f1c
LPG,Central Lampang,ROBINSON DEPARTMENT STORE,CRC,Central / Robinson Dept Store,Central Department Store,,3b7e1721-d012-5392-81e1-92380c841164,el_699e152c98a97f00016c3f20
LPO,Central Ladprao,YSL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5228e877-9c13-5fe3-8297-500e87b10a9b,el_68767c49ddb71f0001a26785
LPO,Central Ladprao,JO MALONE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ab74c358-6241-53ad-b791-d534b9372fa8,el_68767c49ddb71f0001a26786
LPO,Central Ladprao,ISSEY MIYAKE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2cb47e6e-03ad-547a-9779-58b7de80c890,el_68767c49ddb71f0001a26787
LPO,Central Ladprao,TRIUMPH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f90605eb-9a1d-5aae-a77a-f1a3d1d816e8,el_68767c49ddb71f0001a26788
LPO,Central Ladprao,PENGUIN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ad288bda-cdfe-5cc5-9129-28d2c24d8ec4,el_68767c49ddb71f0001a26789
LPO,Central Ladprao,BODY GLOVE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4feed9eb-94d9-55db-ac02-f1d84071f7bb,el_68767c49ddb71f0001a2678a
LPO,Central Ladprao,BERGHOFF | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,2e4caa54-4fad-5b80-b5ed-a9c4b2b220a3,el_68767c49ddb71f0001a2678b
LPO,Central Ladprao,DIPTYQUE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c99abefa-8195-5bb0-a868-67f68c41f656,el_68767c49ddb71f0001a2678c
LPO,Central Ladprao,MILAROSE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,af2e5aed-8937-514b-868b-bc76761a4ce1,el_68767c49ddb71f0001a2678d
LPO,Central Ladprao,RAINFLOWER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,40f7c241-b517-5a26-a271-ab434f8d8fa6,el_68767c49ddb71f0001a2678e
LPO,Central Ladprao,GIORDANO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,fb3c1c10-d999-55fa-a636-efb6f184ca06,el_68767c49ddb71f0001a2678f
LPO,Central Ladprao,TAKE TOYS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,78b59ed8-3ee6-5ba9-b5a6-f96105f1d3a2,el_68767c49ddb71f0001a26790
LPO,Central Ladprao,MASERATI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4d3d30fd-72ce-5ad2-a7c2-ef3196a6e207,el_68767c49ddb71f0001a26791
LPO,Central Ladprao,SPODE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5d7f90bf-d3b1-58e6-a59f-8b34e1d7f035,el_68767c49ddb71f0001a26792
LPO,Central Ladprao,POLO WORLD | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,fa72c9bb-89f5-5979-bf9c-f096e95b1137,el_68767c49ddb71f0001a26793
LPO,Central Ladprao,FILA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0b16a365-867a-5659-8550-ede728ce4841,el_68767c49ddb71f0001a26794
LPO,Central Ladprao,JACOB | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5a141f35-c1d0-591d-9ee4-aabe589e579a,el_68767c49ddb71f0001a26795
LPO,Central Ladprao,TORA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5cbb6efc-ccc6-54d8-afea-a57ebbc750e1,el_68767c49ddb71f0001a26796
LPO,Central Ladprao,CLE DE PEAU BEAUTE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,4ea352a4-1830-5e8f-a8e1-7b5236facef3,el_68767c49ddb71f0001a26797
LPO,Central Ladprao,UNDERGEAR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8e221f5c-57ec-5fe2-ba33-17436e7ca991,el_68767c49ddb71f0001a26798
LPO,Central Ladprao,GUCCI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ec107ec0-faad-5736-bf2d-f3e37d8f9a93,el_68767c49ddb71f0001a26799
LPO,Central Ladprao,PUREEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a3ea0d35-c123-504c-b5e8-c41c86d46ff3,el_68767c49ddb71f0001a2679a
LPO,Central Ladprao,RALLY MOVEMENT | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5ec6bdad-65e8-5282-9e3b-c17a15502ffe,el_68767c49ddb71f0001a2679b
LPO,Central Ladprao,RALPH LAUREN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,93dc997e-3329-5a09-a3be-195771c1c905,el_68767c49ddb71f0001a2679c
LPO,Central Ladprao,FULICO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,7ba5bda8-b30c-54fe-a73e-18508f03afb9,el_68767c49ddb71f0001a2679d
LPO,Central Ladprao,ARCHIVEPKE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,67d0ed64-a3e0-5d50-b402-22d4b39fcc9a,el_68767c49ddb71f0001a2679e
LPO,Central Ladprao,EMPORIO ARMANI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c0b9a08d-45fe-50a3-890e-d367536e4ced,el_68767c49ddb71f0001a2679f
LPO,Central Ladprao,DEFRY 01 | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,51e2eaf8-a939-5cab-9a39-694810c940fb,el_68767c49ddb71f0001a267a0
LPO,Central Ladprao,FROLINA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f5cf125b-ad52-50ee-bf2f-bf6dd52373a2,el_68767c49ddb71f0001a267a1
LPO,Central Ladprao,JUNG SEAM MOOL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,18c5151a-1bc1-588b-a3be-4a8c745abd39,el_68767c49ddb71f0001a267a2
LPO,Central Ladprao,LONGINES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c8f1ebd5-b2d9-57cf-9af3-b18e16e27de1,el_68767c49ddb71f0001a267a3
LPO,Central Ladprao,CASIO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,1048af13-2506-5afe-b06e-97098ea98182,el_68767c49ddb71f0001a267a4
LPO,Central Ladprao,PUMA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f92f4efb-b428-590f-8781-85dfab5564a6,el_68767c49ddb71f0001a267a5
LPO,Central Ladprao,CENTRAL LOVE THE EARTH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,aae87059-4c1a-5717-9593-cf65d13d0ea2,el_68767c49ddb71f0001a267a6
LPO,Central Ladprao,SCOOT AND RIDE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,445db850-318c-56ed-b1aa-dbf62b80e9cb,el_68767c49ddb71f0001a267a7
LPO,Central Ladprao,MARDI MERCREDI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,8307043d-6220-54b6-bc27-1ef387bfa9cd,el_68767c49ddb71f0001a267a8
LPO,Central Ladprao,MIMOSA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,289fdddc-4972-5eba-98bf-fa2d0a13b769,el_68767c49ddb71f0001a267a9
LPO,Central Ladprao,CHATUPORN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,65182661-ba71-5693-a26a-36d0e1cbff18,el_68767c49ddb71f0001a267aa
LPO,Central Ladprao,POLO WORLD | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5178bb25-629c-5038-bbc6-44e19397bb4c,el_68767c49ddb71f0001a267ab
LPO,Central Ladprao,B&O | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d0b767f1-b0ee-59b1-a874-94c01d00ea6e,el_68767c49ddb71f0001a267ac
LPO,Central Ladprao,BELLE & SOFA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f83c4420-f85d-5902-afbe-79d6da0393a7,el_68767c49ddb71f0001a267ad
LPO,Central Ladprao,HELLO WD | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,41afe9d7-9090-5a44-8e21-f7e9276719d0,el_68767c49ddb71f0001a267ae
LPO,Central Ladprao,COACH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,364537a2-c5cd-5851-9c52-4f3dc81ea21a,el_68767c49ddb71f0001a267af
LPO,Central Ladprao,KIPLING | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,150aadea-82cf-50a5-ad74-eef649ae7598,el_68767c49ddb71f0001a267b0
LPO,Central Ladprao,PLAYGRO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,055ac4cd-890f-5b71-9088-db3cd451d321,el_68767c49ddb71f0001a267b1
LPO,Central Ladprao,MOSHI AVA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,edbd4bbc-a80f-5472-a716-4e479749c074,el_68767c49ddb71f0001a267b2
LPO,Central Ladprao,XLARGE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a95a8a3c-ecf5-5124-a844-0399295c64f0,el_68767c49ddb71f0001a267b3
LPO,Central Ladprao,ANELLO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,067dfade-c24c-5cd3-94df-2e90f5572333,el_68767c49ddb71f0001a267b4
LPO,Central Ladprao,LANEIGE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d013e51a-7ba2-5ac0-b2a1-30122236f4e1,el_68767c49ddb71f0001a267b5
LPO,Central Ladprao,ROSEGREEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,bc8598bf-f1dd-5531-9147-dfe3d0aa0f93,el_68767c49ddb71f0001a267b6
LPO,Central Ladprao,MARKS & SPENCER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0ad6173c-be7b-5a3f-8a82-d996a76e276c,el_68767c49ddb71f0001a267b7
LPO,Central Ladprao,CALVIN KLEIN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,6816d4a4-7343-5310-9302-5240a482b79f,el_68767c49ddb71f0001a267b8
LPO,Central Ladprao,UNDER ME | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,89819900-a326-5f3f-941d-a7fd3e35e1ac,el_68767c49ddb71f0001a267b9
LPO,Central Ladprao,SPORT FLEX BIBI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c4015f53-56eb-5841-9f88-ad115f7996fc,el_68767c49ddb71f0001a267ba
LPO,Central Ladprao,DOLCE LINE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9cfc35e8-88ae-5075-a7f5-be78e68df6ff,el_68767c49ddb71f0001a267bb
LPO,Central Ladprao,STJAMES | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,bd1a8111-fcf2-563e-8043-32c96908c0c6,el_68767c49ddb71f0001a267bc
LPO,Central Ladprao,OOFOS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,91dfd83f-141a-5132-a635-5b6cd5a24e83,el_68767c49ddb71f0001a267bd
LPO,Central Ladprao,KINS19 STUDIO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5b95fd22-42e9-5d2a-8ace-e7619680b2cf,el_68767c49ddb71f0001a267be
LPO,Central Ladprao,KAMIMURA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,24f924d3-c8f8-5f2d-91fe-84a16f167ac1,el_68767c49ddb71f0001a267bf
LPO,Central Ladprao,HANKY HOUSE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a968f5cc-0715-5afc-ad5c-ed06b443d74e,el_68767c49ddb71f0001a267c0
LPO,Central Ladprao,BRIGHT STARTS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,ed9ae222-27a4-5277-a695-29db75ff5a96,el_68767c49ddb71f0001a267c1
LPO,Central Ladprao,HANABISHI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,916e63ce-05fe-587d-a75b-699a5614d866,el_68767c49ddb71f0001a267c2
LPO,Central Ladprao,CARSON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,42ec849e-92da-509c-af59-4ba114f67ef9,el_68767c49ddb71f0001a267c3
LPO,Central Ladprao,CAROLINA HERRERA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,36c0cbe7-1cb9-5c55-8c7b-5cf2f1e93e35,el_68767c49ddb71f0001a267c4
LPO,Central Ladprao,SUKHO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5f06b1c1-c41b-50e2-9de2-66b5910ea774,el_68767c49ddb71f0001a267c5
LPO,Central Ladprao,CHARRIOL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9ad50e2c-4315-5be5-b69b-f58a19816479,el_68767c49ddb71f0001a267c6
LPO,Central Ladprao,ALUMNUS WOMEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,809cea79-705e-5ef8-9f41-0aa69f5843e1,el_68767c49ddb71f0001a267c7
LPO,Central Ladprao,CORELLE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,3f98c3d6-3411-5a5d-b180-2999e3847de1,el_68767c49ddb71f0001a267c8
LPO,Central Ladprao,DC | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,f5702a15-2095-5b84-8e3c-45074d89ccc0,el_68767c49ddb71f0001a267c9
LPO,Central Ladprao,LEGO | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,c37a9b68-98bc-5e0b-be5d-23574cedfe35,el_68767c49ddb71f0001a267ca
LPO,Central Ladprao,JOLI SNOB | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e1dc19db-e12e-567b-b2bb-cc1449728a5e,el_68767c49ddb71f0001a267cb
LPO,Central Ladprao,ROAV | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,a22adf13-5e7f-58dc-832d-95555f348135,el_68767c49ddb71f0001a267cc
LPO,Central Ladprao,SABINA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5d255645-eda2-594f-ad05-82a202a0c548,el_68767c49ddb71f0001a267cd
LPO,Central Ladprao,LUIGI BATANI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,0ea8f521-7ba2-508d-ab3b-6a026408685b,el_68767c49ddb71f0001a267ce
LPO,Central Ladprao,THULE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,fe39ba96-ab55-507e-baf9-55765dd753b5,el_68767c49ddb71f0001a267cf
LPO,Central Ladprao,BOWERS & WILKINS | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,62ffd859-308d-5ee4-8123-84388c91a99e,el_68767c49ddb71f0001a267d0
LPO,Central Ladprao,KAWAI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,1b403d5e-38e6-5679-939c-87bb1d02670f,el_68767c49ddb71f0001a267d1
LPO,Central Ladprao,TIMBERLAND | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,88a4517d-adc9-53ac-91ca-1bad46743dbf,el_68767c49ddb71f0001a267d2
LPO,Central Ladprao,DIVANA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d5ab02ce-8718-5bb4-a12b-8c6d89dc8932,el_68767c49ddb71f0001a267d3
LPO,Central Ladprao,CIRCULON | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d2a3d9ac-167d-5ea4-a899-100618342fd9,el_68767c49ddb71f0001a267d4
LPO,Central Ladprao,CRAZY STEP | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e1ad8adc-5ea3-53cb-8ab7-7cd9b74748d1,el_68767c49ddb71f0001a267d5
LPO,Central Ladprao,AMERICAN TOURISTER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,5b44d69a-0325-508a-a50b-db61ba1fa330,el_68767c49ddb71f0001a267d6
LPO,Central Ladprao,GROUNDER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,1d5f595c-c17c-5c87-8afd-f0a9c9a97ea8,el_68767c49ddb71f0001a267d7
LPO,Central Ladprao,ECHOLAC | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e364944f-da17-5636-b60e-e860bccbac98,el_68767c49ddb71f0001a267d8
LPO,Central Ladprao,BARBIE | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,aa399556-8fc3-5687-b9d6-94582f5904db,el_68767c49ddb71f0001a267d9
LPO,Central Ladprao,KENWOOD SMALL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,b3c63d23-cd40-5ad6-a7e9-373154e99cf9,el_68767c49ddb71f0001a267da
LPO,Central Ladprao,MELLOW PLANET | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,1ae615b3-6491-526c-ab98-552317b8ee29,el_68767c49ddb71f0001a267db
LPO,Central Ladprao,PAW PATROL | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,58ba61e5-68cd-5131-b258-0cebe406246f,el_68767c49ddb71f0001a267dc
LPO,Central Ladprao,HAVEN | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,9405a740-7d67-58ad-8449-2437903d1d44,el_68767c49ddb71f0001a267dd
LPO,Central Ladprao,ELIXIR | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,78e39141-3c57-5934-a598-6eee409ca689,el_68767c49ddb71f0001a267de
LPO,Central Ladprao,LE PETIT PUMM | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,04941582-2055-5a32-887f-c69139dd931b,el_68767c49ddb71f0001a267df
LPO,Central Ladprao,FRESH | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,633cd94e-6475-544b-ba30-165411c1bb03,el_68767c49ddb71f0001a267e0
LPO,Central Ladprao,MEYER | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,e0989c4a-eec3-5807-b7c1-420085736d14,el_68767c49ddb71f0001a267e1
LPO,Central Ladprao,AKEMI | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,50e802d5-6efc-5adc-be86-592d9e7d100e,el_68767c49ddb71f0001a267e2
LPO,Central Ladprao,COLUMBIA | Central Department Store,CRC,Central / Robinson Dept Store,Central Department Store,,d7ea5b88-64a0-5b6b-ae11-c1be326c9847,el_68767c49ddb71f0001a267e3
