Source,Target,Weight,Floor,Category
DYSON,Mega Bangna,1,1F,Technology
EAT AM ARE,Mega Bangna,1,1F,Food & Beverage
ECCO,Mega Bangna,1,1F,Fashion
ELEMIS,Mega Bangna,1,1F,Beauty & Wellness
EMILY'S,Mega Bangna,1,1F,Food & Beverage
ENT,Mega Bangna,1,1F,Beauty & Wellness
EPIPHANY JEWELRY,Mega Bangna,1,2F,Fashion
ERGO TREND,Mega Bangna,1,1F,Lifestyle & Specialty
ERIC KAYSER,Mega Bangna,1,1F,Food & Beverage
ETUDE,Mega Bangna,1,1F,Beauty & Wellness
EVERYTHINGHOUND BY GREYHOUND,Mega Bangna,1,1F,Fashion
FAIRTEX,Mega Bangna,1,2F,Fashion
FAM TIME,Mega Bangna,1,1F,Food & Beverage
FANTUAN,Mega Bangna,1,1F,Food & Beverage
FITFLOP,Mega Bangna,1,1F,Fashion
FIXI FOOT,Mega Bangna,1,2F,Lifestyle & Specialty
FLASH EXPRESS,Mega Bangna,1,GF,Lifestyle & Specialty
FLOG,Mega Bangna,1,2F,Lifestyle & Specialty
FOCUS,Mega Bangna,1,2F,Technology
FOOD PATIO,Mega Bangna,1,2F,Food & Beverage
FRAMES N LENSES,Mega Bangna,1,GF,Fashion
FREDERIC HAIR DESIGN,Mega Bangna,1,1F,Beauty & Wellness
FUJI,Mega Bangna,1,2F,Food & Beverage
FUKU MATCHA,Mega Bangna,1,2F,Food & Beverage
FUNDAO,Mega Bangna,1,1F,Fashion
G H BANK,Mega Bangna,1,1F,Bank & Financial Services
G-SHOCK,Mega Bangna,1,1F,Fashion
G2000,Mega Bangna,1,1F,Fashion
GAGA,Mega Bangna,1,2F,Food & Beverage
GANGNAM CLINIC,Mega Bangna,1,1F,Beauty & Wellness
GARRETT POPCORN SHOPS,Mega Bangna,1,1F,Food & Beverage
GASHAPON BANDAI,Mega Bangna,1,2F,Lifestyle & Specialty
GATEAUX HOUSE,Mega Bangna,1,1F,Food & Beverage
GENTLEWOMAN,Mega Bangna,1,1F,Fashion
GIORGIO ARMANI,Mega Bangna,1,1F,Fashion
GIVENCHY,Mega Bangna,1,1F,Fashion
GLASSAHOLIC,Mega Bangna,1,1F,Fashion
GLOBAL ART,Mega Bangna,1,2F,Education
GODFATHER,Mega Bangna,1,GF,Fashion
GOOD HAND THAI MASSAGE & SPA,Mega Bangna,1,1F,Beauty & Wellness
GOODR,Mega Bangna,1,2F,Fashion
GOVERNMENT SAVINGS BANK,Mega Bangna,1,1F,Bank & Financial Services
GQ,Mega Bangna,1,1F,Fashion
GRANEDA CLINIC,Mega Bangna,1,1F,Beauty & Wellness
GUCCI,Mega Bangna,1,1F,Fashion
GUERLAIN,Mega Bangna,1,1F,Beauty & Wellness
GUSS DAMN GOOD,Mega Bangna,1,2F,Food & Beverage
H&M,Mega Bangna,1,1F,Fashion
H&M,Mega Bangna,1,1F,Lifestyle & Specialty
HAAB,Mega Bangna,1,1F,Food & Beverage
HACHIBAN RAMEN,Mega Bangna,1,2F,Food & Beverage
HAIR @ NAIL,Mega Bangna,1,1F,Beauty & Wellness
HAOLE,Mega Bangna,1,1F,Education
HARBINGER,Mega Bangna,1,2F,Fashion
HASUL,Mega Bangna,1,2F,Food & Beverage
HEALTH UP,Mega Bangna,1,1F,Beauty & Wellness
HER HYNESS,Mega Bangna,1,1F,Beauty & Wellness
HERS,Mega Bangna,1,GF,Fashion
HERSCHEL,Mega Bangna,1,2F,Fashion
HINANESE CHICKEN RICE,Mega Bangna,1,1F,Food & Beverage
HITORI SHABU,Mega Bangna,1,1F,Food & Beverage
HOKA,Mega Bangna,1,2F,Fashion
HOMEBOY,Mega Bangna,1,GF,Fashion
HONG BAO,Mega Bangna,1,1F,Food & Beverage
HONGMIN,Mega Bangna,1,2F,Food & Beverage
HONMONO SUSHI,Mega Bangna,1,1F,Food & Beverage
HUA PLA CHONG NONSRI JUNIOR,Mega Bangna,1,1F,Food & Beverage
HUA SENG HONG,Mega Bangna,1,1F,Food & Beverage
HUAWEI,Mega Bangna,1,2F,Technology
HYDRO FLASK,Mega Bangna,1,2F,Lifestyle & Specialty
I CAN READ,Mega Bangna,1,1F,Education
IC BERLIN,Mega Bangna,1,1F,Fashion
ICARE,Mega Bangna,1,GF,Technology
IFLIN BABY,Mega Bangna,1,2F,Entertainment
INSTA360,Mega Bangna,1,2F,Technology
INTHANIN COFFEE,Mega Bangna,1,1F,Food & Beverage
INTRENDMALL,Mega Bangna,1,2F,Lifestyle & Specialty
IPPUDO,Mega Bangna,1,2F,Food & Beverage
IQAIR,Mega Bangna,1,2F,Lifestyle & Specialty
IROHA RAMEN,Mega Bangna,1,1F,Food & Beverage
IRON PAN,Mega Bangna,1,1F,Food & Beverage
IT CITY,Mega Bangna,1,2F,Technology
ITALASIA,Mega Bangna,1,1F,Food & Beverage
JA GUEM SONG,Mega Bangna,1,2F,Food & Beverage
JAMES KEY SERVICE,Mega Bangna,1,GF,Lifestyle & Specialty
JAPARA,Mega Bangna,1,2F,Beauty & Wellness
JASPAL,Mega Bangna,1,1F,Fashion
JAYMART,Mega Bangna,1,2F,Technology
JAYMART,Mega Bangna,1,2F,Technology
JEWELRY CLINIC,Mega Bangna,1,GF,Lifestyle & Specialty
