Source,Target,Weight,Floor,Category
TMB THANACHART BANK,Central Ubon,1,3F,Bank & Financial Services
TO B 1 HAIR STATION,Central Ubon,1,2F,Beauty & Wellness
TOPS MARKET,Central Ubon,1,1F,Lifestyle & Specialty
TRUE,Central Ubon,1,2F,Technology & Electronics
TUM MOUR,Central Ubon,1,3F,Food & Beverage
UBON COMPUTER,Central Ubon,1,2F,Technology & Electronics
UMAY PLUS,Central Ubon,1,3F,Bank & Financial Services
UNIQLO,Central Ubon,1,1F,Fashion & Apparel
UOB XPRESS,Central Ubon,1,3F,Bank & Financial Services
UR THE,Central Ubon,1,2F,Fashion & Apparel
VANS,Central Ubon,1,1F,Fashion & Apparel
VIVO,Central Ubon,1,2F,Technology & Electronics
VIVO SERVICE,Central Ubon,1,2F,Technology & Electronics
WACOAL,Central Ubon,1,2F,Fashion & Apparel
WATSONS,Central Ubon,1,2F,Beauty & Wellness
WITH IT,Central Ubon,1,1F,Fashion & Apparel
XIAOMI,Central Ubon,1,2F,Technology & Electronics
YAMAZAKI,Central Ubon,1,1F,Food & Beverage
YAOWARAT KRUNGTHEP,Central Ubon,1,1F,Fashion & Apparel
YAYOI,Central Ubon,1,3F,Food & Beverage
YOGURUTO,Central Ubon,1,3F,Food & Beverage
YUEDPAO,Central Ubon,1,1F,Fashion & Apparel
YVES ROCHER,Central Ubon,1,1F,Beauty & Wellness
ก๋วยเตี๋ยวเรือพระนคร,Central Ubon,1,3F,Food & Beverage
อ๋อมแอ๋ม,Central Ubon,1,2F,Fashion & Apparel
อำเภอยิ้ม,Central Ubon,1,GF,Lifestyle & Specialty
