Source,Target,Weight,Floor,Category
DIN TAI FUNG,Central Ladprao,1,1F,Food & Beverage
DIOR,Central Ladprao,1,1F,Beauty & Wellness
DIOR,Central Ladprao,1,2F,Beauty & Wellness
DIPTYQUE,Central Ladprao,1,1F,Beauty & Wellness
DIVOOM,Central Ladprao,1,3F,Technology & Electronics
DOLCE GABBANA,Central Ladprao,1,1F,Fashion & Apparel
DOLLAR BOUTIQUE,Central Ladprao,1,GF,Fashion & Apparel
SUSHI DEN,Central Ladprao,1,GF,Food & Beverage
DORTMUEND,Central Ladprao,1,2F,Fashion & Apparel
DR. PONG,Central Ladprao,1,GF,Beauty & Wellness
DR. TAT OFF & HAIR REMOVAL LASER CLINIC,Central Ladprao,1,3F,Beauty & Wellness
DREAMDESK,Central Ladprao,1,3F,Lifestyle & Specialty
DRMARTENS,Central Ladprao,1,2F,Fashion & Apparel
DTAC,Central Ladprao,1,2F,Technology & Electronics
DUCATI,Central Ladprao,1,3F,Fashion & Apparel
DUPONT,Central Ladprao,1,3F,Lifestyle & Specialty
DYSON,Central Ladprao,1,1F,Technology & Electronics
DYU,Central Ladprao,1,3F,Technology & Electronics
EASTMAN,Central Ladprao,1,2F,Fashion & Apparel
ECCO,Central Ladprao,1,2F,Fashion & Apparel
ECCO,Central Ladprao,1,3F,Fashion & Apparel
ECHOLAC,Central Ladprao,1,3F,Fashion & Apparel
ECLIPSE,Central Ladprao,1,2F,Fashion & Apparel
EDELWEISS,Central Ladprao,1,3F,Lifestyle & Specialty
ELEMENTS,Central Ladprao,1,3F,Fashion & Apparel
ELIXIR,Central Ladprao,1,1F,Beauty & Wellness
ELLE,Central Ladprao,1,2F,Fashion & Apparel
ELLE HOMME,Central Ladprao,1,3F,Fashion & Apparel
EMBRYOLISSE,Central Ladprao,1,1F,Beauty & Wellness
ENABOT,Central Ladprao,1,3F,Technology & Electronics
EP,Central Ladprao,1,2F,Fashion & Apparel
ERIC KAYSER,Central Ladprao,1,GF,Food & Beverage
ESP,Central Ladprao,1,2F,Fashion & Apparel
ESPADA,Central Ladprao,1,2F,Fashion & Apparel
ESPRIT,Central Ladprao,1,1F,Fashion & Apparel
ESTEE LAUDER,Central Ladprao,1,1F,Beauty & Wellness
ETACHA,Central Ladprao,1,3F,Fashion & Apparel
EUCERIN,Central Ladprao,1,1F,Beauty & Wellness
EVERBEST,Central Ladprao,1,2F,Fashion & Apparel
EVERSINCE,Central Ladprao,1,2F,Fashion & Apparel
EVISU GENES,Central Ladprao,1,2F,Fashion & Apparel
EXCELLENCY,Central Ladprao,1,3F,Fashion & Apparel
EXPERT,Central Ladprao,1,2F,Fashion & Apparel
EXPRESSIONS,Central Ladprao,1,2F,Fashion & Apparel
EYE CLASS,Central Ladprao,1,GF,Fashion & Apparel
EYE LAB EXCLUSIVE,Central Ladprao,1,3F,Fashion & Apparel
FARM DESIGN,Central Ladprao,1,2F,Food & Beverage
FASHION AGENCY,Central Ladprao,1,GF,Fashion & Apparel
FERRAGAMO,Central Ladprao,1,1F,Fashion & Apparel
FILA,Central Ladprao,1,2F,Fashion & Apparel
FIRE TIGER BY SEOULCIAL CLUB,Central Ladprao,1,4F,Food & Beverage
FITFLOP,Central Ladprao,1,2F,Fashion & Apparel
FITFLOP,Central Ladprao,1,3F,Fashion & Apparel
FITFLOP,Central Ladprao,1,GF,Fashion & Apparel
FOO FLAVOUR,Central Ladprao,1,4F,Food & Beverage
FOOTWEAR BY DAPPER,Central Ladprao,1,3F,Fashion & Apparel
FOOTWORK NOIR,Central Ladprao,1,1F,Fashion & Apparel
FOTO FILE,Central Ladprao,1,GF,Technology & Electronics
FRED PERRY,Central Ladprao,1,2F,Fashion & Apparel
FREDERIQUE CONSTANT,Central Ladprao,1,1F,Fashion & Apparel
FRESH,Central Ladprao,1,1F,Beauty & Wellness
FUJI,Central Ladprao,1,3F,Food & Beverage
G&J JEWELRY,Central Ladprao,1,3F,Fashion & Apparel
G-SHOCK CASIO,Central Ladprao,1,1F,Fashion & Apparel
G2000,Central Ladprao,1,2F,Fashion & Apparel
G2000,Central Ladprao,1,3F,Fashion & Apparel
GAGA,Central Ladprao,1,GF,Food & Beverage
GAI HOUND,Central Ladprao,1,4F,Food & Beverage
GARMIN,Central Ladprao,1,1F,Technology & Electronics
GARRETT POPCORN SHOPS,Central Ladprao,1,2F,Food & Beverage
GAZE,Central Ladprao,1,2F,Fashion & Apparel
GENTLE WOMEN,Central Ladprao,1,GF,Fashion & Apparel
GEOX,Central Ladprao,1,2F,Fashion & Apparel
GEOX,Central Ladprao,1,3F,Fashion & Apparel
GIAN FERRENTE,Central Ladprao,1,3F,Fashion & Apparel
GILI,Central Ladprao,1,2F,Fashion & Apparel
GIORDANO,Central Ladprao,1,1F,Fashion & Apparel
GIORDANO,Central Ladprao,1,2F,Fashion & Apparel
GIORDANO,Central Ladprao,1,3F,Fashion & Apparel
GIORGIO ARMANI,Central Ladprao,1,1F,Fashion & Apparel
GIVENCHY,Central Ladprao,1,1F,Fashion & Apparel
GLASSAHOLIC,Central Ladprao,1,1F,Fashion & Apparel
GNC,Central Ladprao,1,GF,Beauty & Wellness
GOLD MASTER,Central Ladprao,1,1F,Fashion & Apparel
GOLD MASTER ELECTRO,Central Ladprao,1,1F,Fashion & Apparel
GOODY,Central Ladprao,1,1F,Fashion & Apparel
GOPRO,Central Ladprao,1,3F,Technology & Electronics
GOTCHA,Central Ladprao,1,2F,Fashion & Apparel
GOVERNMENT SAVINGS BANK,Central Ladprao,1,2F,Bank & Financial Services
GQ,Central Ladprao,1,3F,Fashion & Apparel
GQ,Central Ladprao,1,3F,Fashion & Apparel
GQ,Central Ladprao,1,3F,Fashion & Apparel
GQ,Central Ladprao,1,3F,Fashion & Apparel
GRAND SEIKO,Central Ladprao,1,1F,Fashion & Apparel
GRATIAE,Central Ladprao,1,2F,Beauty & Wellness
GREYHOUND,Central Ladprao,1,2F,Fashion & Apparel
GRISON,Central Ladprao,1,2F,Fashion & Apparel
GRISON,Central Ladprao,1,3F,Fashion & Apparel
GROUNDER,Central Ladprao,1,3F,Fashion & Apparel
GRUMPY,Central Ladprao,1,2F,Fashion & Apparel
GUCCI,Central Ladprao,1,1F,Fashion & Apparel
GUCCI BEAUTY,Central Ladprao,1,1F,Beauty & Wellness
GUERLAIN,Central Ladprao,1,1F,Beauty & Wellness
GUESS,Central Ladprao,1,1F,Fashion & Apparel
GUESS,Central Ladprao,1,2F,Fashion & Apparel
GUSS DAMN GOOD,Central Ladprao,1,2F,Food & Beverage
GUY LAROCHE,Central Ladprao,1,2F,Fashion & Apparel
GUY LAROCHE,Central Ladprao,1,3F,Fashion & Apparel
H&M,Central Ladprao,1,1F,Fashion & Apparel
HAAGEN-DAZS,Central Ladprao,1,3F,Food & Beverage
HACHIBAN RAMEN,Central Ladprao,1,GF,Food & Beverage
HAMILTON,Central Ladprao,1,1F,Fashion & Apparel
HAPPY PLUGS,Central Ladprao,1,3F,Technology & Electronics
HARMAN KARDON,Central Ladprao,1,3F,Technology & Electronics
HARUKI,Central Ladprao,1,3F,Fashion & Apparel
HAVAIANAS,Central Ladprao,1,2F,Fashion & Apparel
HAVAIANAS,Central Ladprao,1,3F,Fashion & Apparel
HAY,Central Ladprao,1,GF,Lifestyle & Specialty
HEAVY,Central Ladprao,1,3F,Fashion & Apparel
HEDGREN,Central Ladprao,1,2F,Fashion & Apparel
HELLO HEEL,Central Ladprao,1,3F,Fashion & Apparel
HELLO YOGURT,Central Ladprao,1,3F,Food & Beverage
HERMES,Central Ladprao,1,1F,Fashion & Apparel
HIDRATESPARK,Central Ladprao,1,3F,Lifestyle & Specialty
HIFUTURE,Central Ladprao,1,3F,Technology & Electronics
HOLSTER,Central Ladprao,1,2F,Fashion & Apparel
HOM,Central Ladprao,1,3F,Fashion & Apparel
HOMEBOY,Central Ladprao,1,GF,Fashion & Apparel
HOURGLASS,Central Ladprao,1,1F,Beauty & Wellness
HOVER AIR,Central Ladprao,1,3F,Technology & Electronics
HUAWEI,Central Ladprao,1,2F,Technology & Electronics
HUGO BOSS,Central Ladprao,1,1F,Fashion & Apparel
HUSH PUPPIES,Central Ladprao,1,2F,Fashion & Apparel
HUSH PUPPIES,Central Ladprao,1,3F,Fashion & Apparel
HYBRID,Central Ladprao,1,3F,Fashion & Apparel
HYPERICE,Central Ladprao,1,3F,Technology & Electronics
INNARI,Central Ladprao,1,3F,Food & Beverage
INNISFREE,Central Ladprao,1,2F,Beauty & Wellness
IPPUDO,Central Ladprao,1,4F,Food & Beverage
IPSA,Central Ladprao,1,1F,Beauty & Wellness
ISSEY MIYAKE,Central Ladprao,1,1F,Fashion & Apparel
ISSEY MIYAKE TIMEPIECE,Central Ladprao,1,1F,Fashion & Apparel
IT'S HAPPENED TO BE A FOX PRINCESS + FRIENDS ITALIAN CAFE,Central Ladprao,1,4F,Food & Beverage
IT'S SKIN,Central Ladprao,1,GF,Beauty & Wellness
J-TIME,Central Ladprao,1,GF,Fashion & Apparel
JACK RUSSEL,Central Ladprao,1,2F,Fashion & Apparel
JACOB,Central Ladprao,1,2F,Fashion & Apparel
JACOB,Central Ladprao,1,3F,Fashion & Apparel
JAMBA JUICE,Central Ladprao,1,2F,Food & Beverage
JASPAL,Central Ladprao,1,1F,Fashion & Apparel
JAY CHIU,Central Ladprao,1,3F,Fashion & Apparel
JAYMART,Central Ladprao,1,3F,Technology & Electronics
JBL,Central Ladprao,1,3F,Technology & Electronics
JBL CREDIT,Central Ladprao,1,3F,Technology & Electronics
JEAN PAUL GAULTIER,Central Ladprao,1,1F,Fashion & Apparel
JELLY BUNNY,Central Ladprao,1,2F,Fashion & Apparel
JIB,Central Ladprao,1,3F,Technology & Electronics
JIMMY CHOO,Central Ladprao,1,1F,Fashion & Apparel
JO MALONE,Central Ladprao,1,1F,Beauty & Wellness
JOCKEY,Central Ladprao,1,3F,Fashion & Apparel
JOHN HENRY,Central Ladprao,1,3F,Fashion & Apparel
JOHN LANGFORD,Central Ladprao,1,3F,Fashion & Apparel
JOLI SNOB,Central Ladprao,1,2F,Fashion & Apparel
JONES SALAD,Central Ladprao,1,GF,Food & Beverage
JOOM ZAP HUT/BAR B Q,Central Ladprao,1,3F,Food & Beverage
JOURNAL,Central Ladprao,1,1F,Beauty & Wellness
JUBILEE DIAMOND,Central Ladprao,1,1F,Fashion & Apparel
JUICY COUTURE,Central Ladprao,1,1F,Fashion & Apparel
JUNG SAEM MOOL,Central Ladprao,1,2F,Beauty & Wellness
JUST IN CASE,Central Ladprao,1,GF,Fashion & Apparel
K. ACCESSORIES,Central Ladprao,1,3F,Technology & Electronics
KA-NOM,Central Ladprao,1,GF,Food & Beverage
KAMIMURA,Central Ladprao,1,3F,Fashion & Apparel
KANEBO,Central Ladprao,1,1F,Beauty & Wellness
KARDINA ANDRIA,Central Ladprao,1,1F,Fashion & Apparel
KARL LAGERFELD,Central Ladprao,1,1F,Fashion & Apparel
KARMART,Central Ladprao,1,GF,Beauty & Wellness
KASIKORN BANK,Central Ladprao,1,2F,Bank & Financial Services
KATASIA,Central Ladprao,1,GF,Fashion & Apparel
KATE SPADE NEW YORK,Central Ladprao,1,1F,Fashion & Apparel
KATSUYA,Central Ladprao,1,GF,Food & Beverage
KAWAI,Central Ladprao,1,3F,Services & Education
KEDS,Central Ladprao,1,2F,Fashion & Apparel
KEEN,Central Ladprao,1,2F,Fashion & Apparel
KENNETH COLE,Central Ladprao,1,2F,Fashion & Apparel
KENNETH COLE,Central Ladprao,1,3F,Fashion & Apparel
KEY & SHOES SERVICE,Central Ladprao,1,2F,Lifestyle & Specialty
KFC,Central Ladprao,1,GF,Food & Beverage
KHAKI BROS,Central Ladprao,1,3F,Fashion & Apparel
KHONG KWAN CLINIC,Central Ladprao,1,3F,Beauty & Wellness
KHUNYING HAIR SALON,Central Ladprao,1,GF,Beauty & Wellness
KIATNAKIN BANK,Central Ladprao,1,2F,Bank & Financial Services
KIEHL'S,Central Ladprao,1,1F,Beauty & Wellness
KIKI SARU,Central Ladprao,1,GF,Food & Beverage
KIKO MILANO,Central Ladprao,1,2F,Beauty & Wellness
KIPLING,Central Ladprao,1,2F,Fashion & Apparel
KISS ME DOLL,Central Ladprao,1,GF,Fashion & Apparel
KLIN,Central Ladprao,1,2F,Fashion & Apparel
KOI THE,Central Ladprao,1,2F,Food & Beverage
KOOMI,Central Ladprao,1,3F,Food & Beverage
KOSE,Central Ladprao,1,1F,Beauty & Wellness
KREAFUNK,Central Ladprao,1,3F,Technology & Electronics
KRISPY KREME,Central Ladprao,1,GF,Food & Beverage
KRUNG THAI BANK,Central Ladprao,1,2F,Bank & Financial Services
KRUNG THAI BANK,Central Ladprao,1,2F,Bank & Financial Services
KUB KAO KUB PLA,Central Ladprao,1,4F,Food & Beverage
