Source,Target,Weight,Floor,Category
REALME,Central Chiangmai Airport,1,3F,Technology
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,1F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,2F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,3F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,4F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,5F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Chiangmai Airport,1,GF,Lifestyle & Specialty
S&P,Central Chiangmai Airport,1,1F,Food & Beverage
SABINA,Central Chiangmai Airport,1,GF,Fashion
SAMSUNG,Central Chiangmai Airport,1,3F,Technology
SAMSUNG,Central Chiangmai Airport,1,3F,Technology
SANTA FE' STEAK,Central Chiangmai Airport,1,4F,Food & Beverage
SCOTT JUMP,Central Chiangmai Airport,1,1F,Fashion
SHABUSHI,Central Chiangmai Airport,1,4F,Food & Beverage
SIAM COMMERCIAL BANK,Central Chiangmai Airport,1,GF,Bank & Financial Services
SIZZLER,Central Chiangmai Airport,1,4F,Food & Beverage
SKECHERS,Central Chiangmai Airport,1,1F,Fashion
SNOOWING,Central Chiangmai Airport,1,3F,Food & Beverage
STARBUCKS COFFEE,Central Chiangmai Airport,1,1F,Food & Beverage
STUDIO 7,Central Chiangmai Airport,1,3F,Technology
SWENSEN'S,Central Chiangmai Airport,1,GF,Food & Beverage
TADA,Central Chiangmai Airport,1,1F,Fashion
TALIA,Central Chiangmai Airport,1,2F,Beauty & Wellness
TEVA,Central Chiangmai Airport,1,2F,Fashion
TG FONE,Central Chiangmai Airport,1,3F,Technology
THANAPORN,Central Chiangmai Airport,1,2F,Fashion
THE FACE SHOP,Central Chiangmai Airport,1,2F,Beauty & Wellness
THE VOLCANO,Central Chiangmai Airport,1,1F,Food & Beverage
TOKYO OPTIC,Central Chiangmai Airport,1,2F,Fashion
TOM LAY CUT PROFESSIONAL,Central Chiangmai Airport,1,2F,Beauty & Wellness
UNIQLO,Central Chiangmai Airport,1,2F,Fashion
UNITED OVERSEAS BANK,Central Chiangmai Airport,1,GF,Bank & Financial Services
WAGASHI,Central Chiangmai Airport,1,4F,Food & Beverage
WATSONS,Central Chiangmai Airport,1,1F,Beauty & Wellness
WITH IT,Central Chiangmai Airport,1,GF,Fashion
X=ACT,Central Chiangmai Airport,1,1F,Fashion
XIAOMI,Central Chiangmai Airport,1,3F,Technology
YAMAHA,Central Chiangmai Airport,1,3F,Education
YAMAZAKI,Central Chiangmai Airport,1,GF,Food & Beverage
YAOWARAT KRUNGTHEP,Central Chiangmai Airport,1,2F,Fashion
YAYOI,Central Chiangmai Airport,1,4F,Food & Beverage
YVES ROCHER,Central Chiangmai Airport,1,GF,Beauty & Wellness
ZEIN,Central Chiangmai Airport,1,1F,Fashion
ZEN JAPANESE RESTAURANT,Central Chiangmai Airport,1,1F,Food & Beverage
