Source,Target,Weight,Floor,Category
I SERVICE MAC,Central Khonkaen,1,3F,Technology & Electronics
IMAROI,Central Khonkaen,1,4F,Food & Beverage
JASPAL,Central Khonkaen,1,1F,Fashion & Apparel
JAYMART,Central Khonkaen,1,3F,Technology & Electronics
JERICHO,Central Khonkaen,1,2F,Beauty & Wellness
JIB,Central Khonkaen,1,3F,Technology & Electronics
JIENG LOOK CHIN PLA+KANOM-JEEN-BUFFET,Central Khonkaen,1,4F,Food & Beverage
JOE MOBILE,Central Khonkaen,1,3F,Technology & Electronics
JOOM ZAP HUT/BAR B Q,Central Khonkaen,1,4F,Food & Beverage
KANSEI SUSHI,Central Khonkaen,1,GF,Food & Beverage
KASIKORN BANK,Central Khonkaen,1,2F,Bank & Financial Services
KAWAI MUSIC SCHOOL,Central Khonkaen,1,5F,Services & Education
KEERATI GOLD (MAE THONG POOL),Central Khonkaen,1,2F,Fashion & Apparel
KFC,Central Khonkaen,1,4F,Food & Beverage
KIDS ZONE,Central Khonkaen,1,5F,Entertainment
KOI THÉ,Central Khonkaen,1,1F,Food & Beverage
KOOMI,Central Khonkaen,1,4F,Food & Beverage
KORIKORI CAFÉ,Central Khonkaen,1,GF,Food & Beverage
KPN MUSIC ACADEMY,Central Khonkaen,1,5F,Services & Education
KRUNG THAI BANK,Central Khonkaen,1,2F,Bank & Financial Services
KRUNGSRI FIRST CHOICE,Central Khonkaen,1,2F,Bank & Financial Services
KUAYTIEWTOMYUMPLASENYENTAFO,Central Khonkaen,1,4F,Food & Beverage
KUMON,Central Khonkaen,1,5F,Services & Education
KWANJAIPUDTHAIHOYTOD,Central Khonkaen,1,4F,Food & Beverage
LACOSTE,Central Khonkaen,1,1F,Fashion & Apparel
LAEM CHAROEN SEAFOOD,Central Khonkaen,1,4F,Food & Beverage
LAND AND HOUSE BANK,Central Khonkaen,1,2F,Bank & Financial Services
LEVI'S,Central Khonkaen,1,1F,Fashion & Apparel
LIKE,Central Khonkaen,1,3F,Fashion & Apparel
LOVELY NAILS,Central Khonkaen,1,GF,Beauty & Wellness
LYN,Central Khonkaen,1,1F,Fashion & Apparel
LYN AROUND,Central Khonkaen,1,1F,Fashion & Apparel
MAELUNARHARNTAMSUNG,Central Khonkaen,1,4F,Food & Beverage
MAKOTO & MR.ROBOT,Central Khonkaen,1,3F,Technology & Electronics
MARITINI,Central Khonkaen,1,GF,Fashion & Apparel
MC DONALD'S,Central Khonkaen,1,GF,Food & Beverage
MC JEANS,Central Khonkaen,1,GF,Fashion & Apparel
MHOEFRIE JAIDEE,Central Khonkaen,1,4F,Food & Beverage
MILLE,Central Khonkaen,1,1F,Beauty & Wellness
MIND,Central Khonkaen,1,3F,Technology & Electronics
MINISO,Central Khonkaen,1,2F,Lifestyle & Specialty
MISTER DONUT,Central Khonkaen,1,GF,Food & Beverage
MK RESTAURANT,Central Khonkaen,1,4F,Food & Beverage
MLB,Central Khonkaen,1,1F,Fashion & Apparel
MODERN CUT,Central Khonkaen,1,GF,Beauty & Wellness
MOMIZU HOUSE,Central Khonkaen,1,GF,Food & Beverage
MONGNI CAFÉ,Central Khonkaen,1,4F,Food & Beverage
MOSHI MOSHI,Central Khonkaen,1,GF,Lifestyle & Specialty
MR. DIY,Central Khonkaen,1,5F,Lifestyle & Specialty
MR.GAO,Central Khonkaen,1,GF,Food & Beverage
