Source,Target,Weight,Floor,Category
MIXUE,Central Siracha,1,GF,Food & Beverage
MK RESTAURANTS,Central Siracha,1,3F,Food & Beverage
MORTIMER,Central Siracha,1,3F,Fashion
MOS BURGER,Central Siracha,1,1F,Food & Beverage
MOSHI MOSHI,Central Siracha,1,1F,Lifestyle & Specialty
MUJI,Central Siracha,1,GF,Lifestyle & Specialty
NATURE,Central Siracha,1,1F,Fashion
NGG,Central Siracha,1,GF,Fashion
NITORI,Central Siracha,1,2F,Lifestyle & Specialty
NIYOMJEANS,Central Siracha,1,1F,Fashion
NOVEMBER,Central Siracha,1,1F,Fashion
OCHAYA,Central Siracha,1,GF,Food & Beverage
OISHI BIZTORO,Central Siracha,1,1F,Food & Beverage
OKAMI YAKINIKU BUFFET,Central Siracha,1,3F,Food & Beverage
OLINO CREPE & TEA,Central Siracha,1,GF,Food & Beverage
ON THE TABLE,Central Siracha,1,3F,Food & Beverage
ONE ACADEMY OF DANCE CENTRAL SI RACHA,Central Siracha,1,3F,Education
ONION,Central Siracha,1,1F,Lifestyle & Specialty
OPPO,Central Siracha,1,2F,Technology
ORIENTAL PRINCESS,Central Siracha,1,GF,Beauty & Wellness
OTTERI WASH & DRY,Central Siracha,1,LG,Lifestyle & Specialty
OWNDAYS,Central Siracha,1,GF,Fashion
P&F SMOOTH LIFE,Central Siracha,1,1F,Beauty & Wellness
PAINT N PLAY,Central Siracha,1,3F,Education
PAN KHAM HOM,Central Siracha,1,GF,Food & Beverage
PANDORA,Central Siracha,1,GF,Fashion
PAY BY P.A.PHONE,Central Siracha,1,2F,Technology
PENGUIN KNIGHT,Central Siracha,1,1F,Food & Beverage
PET LOVER CENTRE,Central Siracha,1,LG,Lifestyle & Specialty
PHONE PHONE,Central Siracha,1,2F,Technology
PHONPASSTRA,Central Siracha,1,1F,Fashion
PONGSAK CLINIC,Central Siracha,1,2F,Beauty & Wellness
PORNKASEM CLINIC,Central Siracha,1,2F,Beauty & Wellness
POTATO CORNER,Central Siracha,1,GF,Food & Beverage
POWER BUY,Central Siracha,1,2F,Technology
PRADAP,Central Siracha,1,1F,Fashion
PRANAKORN BOAT NOODLE,Central Siracha,1,GF,Food & Beverage
PREM,Central Siracha,1,GF,Fashion
PROMISE,Central Siracha,1,2F,Bank & Financial Services
PROSTAR ACADEMY,Central Siracha,1,3F,Education
RAM RUAY TELEPHONE,Central Siracha,1,2F,Technology
RECYCLE DAY,Central Siracha,1,LG,Lifestyle & Specialty
ROBOTHINK,Central Siracha,1,3F,Education
SABINA,Central Siracha,1,1F,Fashion
SAINT CROISSANT,Central Siracha,1,GF,Food & Beverage
SAMSUNG,Central Siracha,1,2F,Technology
SANTA FE' STEAK,Central Siracha,1,3F,Food & Beverage
SBARSHA,Central Siracha,1,2F,Beauty & Wellness
SENGHENG,Central Siracha,1,GF,Fashion
SHABUSHI,Central Siracha,1,3F,Food & Beverage
SHANE ENGLISH SCHOOL,Central Siracha,1,3F,Education
SI RACHA CINEPLEX,Central Siracha,1,4F,Entertainment
SIAM COMMERCIAL BANK,Central Siracha,1,2F,Bank & Financial Services
SIRACHA HALL,Central Siracha,1,4F,Entertainment
SIZZLER,Central Siracha,1,3F,Food & Beverage
SKECHERS,Central Siracha,1,1F,Fashion
SKY PLUS DENTAL CLINIC,Central Siracha,1,2F,Beauty & Wellness
SOUL SOCIETY CLINCE,Central Siracha,1,2F,Beauty & Wellness
STARBUCKS COFFEE,Central Siracha,1,GF,Food & Beverage
STRAW FACTORY,Central Siracha,1,GF,Food & Beverage
SUPER SPORTS,Central Siracha,1,1F,Fashion
SURASANG,Central Siracha,1,1F,Food & Beverage
SWENSEN'S,Central Siracha,1,3F,Food & Beverage
TG FONE,Central Siracha,1,2F,Technology
THE KLINIQUE,Central Siracha,1,2F,Beauty & Wellness
THE NEXT,Central Siracha,1,1F,Fashion
TMB THANACHART BANK,Central Siracha,1,2F,Bank & Financial Services
TOP BOX TOYS,Central Siracha,1,GF,Entertainment
TOPS,Central Siracha,1,GF,Lifestyle & Specialty
TPARTNER,Central Siracha,1,GF,Lifestyle & Specialty
TRUE,Central Siracha,1,2F,Technology
UNIQLO,Central Siracha,1,GF,Fashion
UNITED OVERSEAS BANK,Central Siracha,1,2F,Bank & Financial Services
V2LAND,Central Siracha,1,1F,Fashion
VV JEWELRY,Central Siracha,1,GF,Fashion
WACOAL,Central Siracha,1,1F,Fashion
WALL STREET ENGLISH,Central Siracha,1,3F,Education
WANG TOA KANG YAOWARAT GOLD,Central Siracha,1,GF,Fashion
WATSONS,Central Siracha,1,1F,Beauty & Wellness
WELCARE,Central Siracha,1,GF,Lifestyle & Specialty
WRANGLER,Central Siracha,1,GF,Fashion
XIAOMI,Central Siracha,1,2F,Technology
YAMAZAKI,Central Siracha,1,GF,Food & Beverage
YAYOI,Central Siracha,1,3F,Food & Beverage
YUEDPAO,Central Siracha,1,GF,Fashion
ZEN JAPANESE RESTAURANT,Central Siracha,1,3F,Food & Beverage
มันเพลิน BY STORY DOG,Central Siracha,1,1F,Fashion
